smiles,c9h10n2o2pf2cl
FCC1=NN[PH](CC2=C(Cl)C=C(F)OC2)=C1,0.9248488132162048
FCC1=NN[PH](=CC2=CC(F)=C(Cl)OC2)C1,0.9248488132162048
FCC1=NN[PH](=CC2=C(F)C=C(Cl)OC2)C1,0.9248488132162048
FCC1=NNC=C(Cl)OC(F)C=CC=[PH]=C1,0.9248488132162048
FCC1=NN=[PH](CC2=C(Cl)C=C(F)OC2)C1,0.9248488132162048
FCC1=NN2C=C(Cl)OC(F)C=CC[PH]2=C1,0.9248488132162048
FCC1=C(C[PH]2=C(F)C(Cl)C=NN2)COO1,0.9248488132162048
FCC1=C(C[PH]2=C(Cl)C(F)C=NN2)COO1,0.9248488132162048
FCC1=C(C=[PH]2=C(F)C(Cl)C=NN2)C=COO1,0.9248488132162048
FCC1(C[PH]2=C(F)C(Cl)C=NN2)C=COO1,0.9248488132162048
FCC1(C[PH]2=C(Cl)C(F)C=NN2)C=COO1,0.9248488132162048
FC=COCC(F)=CNPOc1cc(Cl)ccn1,0.9248488132162048
FC=COCC(F)=CNPOC(S)=NC(Cl)=CS,0.9248488132162048
FC=COCC(F)=CNPC1=C(Cl)CC=N1,0.9248488132162048
FC=COC(Cl)=C=[PH]1CCOC(F)C=NN1,0.9248488132162048
FC=CCC(F)=CNPOCN1C=C=C1Cl,0.9248488132162048
FC=CC1=C(C[PH]2=C(Cl)C(F)C=NN2)C=COO1,0.9248488132162048
FC=CC(Cl)=CC=[PH]1NN=COC1OCF,0.9248488132162048
FC=C(Cl)OC=CC[PH]1=COC(F)C=NN1,0.9248488132162048
FC1C=NN[PH]2=CC=C(Cl)OC1(F)C=CC2,0.9248488132162048
FC1C=NN[PH](CC=CC2(F)C=C(Cl)O2)=C1,0.9248488132162048
FC1C=NN[PH](CC2C=COOC2F)=C1Cl,0.9248488132162048
FC1C=NN[PH](CC2=COOCC2F)=C1Cl,0.9248488132162048
FC1C=NN[PH](CC2=CC(F)OC(Cl)=C2)=C1,0.9248488132162048
FC1C=NN[PH](CC2(F)C=COOC2)=C1Cl,0.9248488132162048
FC1C=NN[PH](=CC2=CC(F)OC(Cl)=C2)C1,0.9248488132162048
FC1C=NN=[PH]2CC(=C(Cl)OC(F)C2)CO1,0.9248488132162048
FC1C=NN=[PH](CC=CC2(F)C=C(Cl)O2)C1,0.9248488132162048
FC1C=NN=[PH](CC2=CC(F)OC(Cl)=C2)C1,0.9248488132162048
FC1C=CC=[PH]2CSC(C(F)OBr)=NN2C=C(Cl)O1,0.9248488132162048
FC1C=C2C[PH](NN=C3OC3F)CC2=C(Cl)O1,0.9248488132162048
FC1C=C(C[PH]2=CC(C(F)Cl)=NN2)COO1,0.9248488132162048
FC1C=C(C[PH]2=CC(C(F)Cl)=NN2)C=CO1,0.9248488132162048
FC1C=C(C[PH]2=C(Cl)C(F)C=NN2)COO1,0.9248488132162048
FC1C=C(C[PH]2=C(Cl)C(F)C=NN2)C=CO1,0.9248488132162048
FC1C=C(C=[PH]2CSC(C(F)OBr)=NN2)C=C(Cl)O1,0.9248488132162048
FC1=NN[PH](CC2=CC(F)OC(Cl)=C2)=CC1,0.9248488132162048
FC1=CO[PH](CC2=C(F)COC(Cl)=C2)NC1,0.9248488132162048
FC1=COC=C(C[PH]2=NN=CC(F)(Cl)C2)C1,0.9248488132162048
FC1=COC(Cl)=CC=[PH]2CC1C(F)C=NN2,0.9248488132162048
FC1=CC(Cl)[PH]2=NN=CC(F)OCC(C2)O1,0.9248488132162048
FC1=CC(Cl)=CC[PH]2=NN=C(CO1)C(F)C2,0.9248488132162048
FC1=CC(Cl)=CC([PH]2=NN=CC(F)OC2)C1,0.9248488132162048
FC1=CC(Cl)=C2CC[PH](N3N=CC(F)O3)=CC2O1,0.9248488132162048
FC1=CC(Cl)=C(C[PH]2=NN=CC(F)C2)CO1,0.9248488132162048
FC1=CC(Cl)=C(C[PH]2=NN=C(F)CC2)CO1,0.9248488132162048
FC1=CC(Cl)=C(C[PH]2=CC(F)C=NN2)CO1,0.9248488132162048
FC1=CC(C[PH]2=CC(CCl)=NN2)=C(F)CO1,0.9248488132162048
FC1=CC(C[PH](=C=[O+]Cl)NN=CCCl)=C(F)OC1,0.9248488132162048
FC1=CC(C[PH](=C=[O+]Cl)NN=CCCl)=C(F)CO1,0.9248488132162048
FC1=C(Cl)OC[PH]2=NN=CC(F)OCC1C2,0.9248488132162048
FC1=C(Cl)OC=CC[PH]2=CC(F)NN2OC1,0.9248488132162048
FC1=C(Cl)OC=C(C[PH]2=CC(F)C=NN2)C1,0.9248488132162048
FC1=C(Cl)CC(C[PH]2=NN=CC(F)C2)=CO1,0.9248488132162048
FC1=C(Cl)CC(C[PH]2=CC(F)C=NN2)=CO1,0.9248488132162048
FC1=C(C[PH]2=NN=CC(F)C2)C=C(Cl)OC1,0.9248488132162048
FC1=C(C[PH]2=CC(F)C=NN2)COC(Cl)=C1,0.9248488132162048
FC1=C(C[PH]2=CC(F)C=NN2)C=C(Cl)OC1,0.9248488132162048
FC1=C(C[PH]2=CC(C(F)OBr)=NNS2)C=C(Cl)OC1,0.9248488132162048
FC1=C(C[PH]2=CC(C(F)Cl)=NN2)COOC1,0.9248488132162048
FC1=C(C[PH]2=CC(C(F)Cl)=NN2)C=COC1,0.9248488132162048
FC1=C(C[PH]2=C(F)C(Cl)C=NN2)C=COC1,0.9248488132162048
FC1=C(C[PH]2=C(Cl)C(F)C=NN2)COOC1,0.9248488132162048
FC1=C(C[PH]2=C(Cl)C(F)C=NN2)C=COC1,0.9248488132162048
FC1=C(C=[PH]2CC(F)C=NN2)COC(Cl)=C1,0.9248488132162048
FC(Cl)C1=NN[PH](CC2=COOCC2F)=C1,0.9248488132162048
FC(Cl)C1=NN[PH](CC2(F)C=COOC2)=C1,0.9248488132162048
FC(=CCl)OC=CC[PH]1=NN=CC(F)OC1,0.9248488132162048
Cc1c(F)coc1CSP(Br)NN=C(CCl)C(=O)F,0.9248488132162048
Cc1c(F)coc1CPNN=C(COCl)C(=O)F,0.9248488132162048
Cc1c(F)coc1CP=CNN=C(CCl)C(=O)F,0.9248488132162048
Cc1c(F)coc1CP(O)NN=C(CCl)C(=O)F,0.9248488132162048
Cc1c(F)coc1CC=PNN=C(CCl)C(=O)F,0.9248488132162048
Cc1c(F)coc1C=CPNN=C(CCl)C(=O)F,0.9248488132162048
Cc1c(F)coc1C(Br)SPNN=C(CCl)C(=O)F,0.9248488132162048
C[PH](CC=CC1(F)C=C(Cl)O1)=NN=COF,0.9248488132162048
C[PH](CC1=COC(Cl)=C(F)C1)=NN=COF,0.9248488132162048
C[PH](CC1=C(F)COC(Cl)=C1)=NN=COF,0.9248488132162048
C[PH](=CC1=CC(F)OC(Cl)=C1)NN=C(O)F,0.9248488132162048
C[PH](=CC1=C(F)C=C(Cl)OC1)NN=C(O)F,0.9248488132162048
CSC1=C(S)C(PNN=C(CCl)C(=O)F)C=C1F,0.9248488132162048
CP(F)#[SH]=C=CC(=O)C(=NCCCl)NC(=O)SF,0.9248488132162048
COC[PH]1=C=CC(F)=C(Cl)C(C(O)F)=NN1,0.9248488132162048
COC=CC(F)OC(Cl)=Cn1nc(C(O)F)cp1,0.9248488132162048
COC=C=C(Cl)OC(F)=CC=PNN=CC(O)F,0.9248488132162048
COC(F)=CC1=C(Cl)CC(F)=CC1=PNN=CO,0.9248488132162048
COC(F)=CC(Cl)=C[PH]#CC(=NN)C(O)F,0.9248488132162048
COC(F)=CC(Cl)=CC[PH]1=NN=CC(F)O1,0.9248488132162048
COC(F)=C(C=C=PNN=CC(O)F)CCl,0.9248488132162048
COC(Cl)=CC(F)=CC[PH]1=NN=CC(F)O1,0.9248488132162048
COC(Cl)=C(F)C=CC=[PH]1NN=CC(F)O1,0.9248488132162048
CNP=CC1=C(Cl)CC(F)=C1N=CC(O)F,0.9248488132162048
CNP=C=C=C(Cl)CC(F)=CN=CC(O)F,0.9248488132162048
CN=C(C=PNC1=C(F)COC(F)=C1)CCl,0.9248488132162048
CN1N=CC(O)(F)C=[PH]1C1=COC(F)C1Cl,0.9248488132162048
CN1N=CC(F)OPC1C=COC(Cl)=CF,0.9248488132162048
CN1N=C(C(=O)F)C(Cl)P1C1=C(O)C=C(F)CC1,0.9248488132162048
CN(N=CC(=O)F)[PH]1=CC2=C(Cl)OCC(F)=C2C1,0.9248488132162048
CCC=C(Cl)OC(F)=C=PNN=CC(O)F,0.9248488132162048
CC=NN[PH](=C=[O+]Cl)CC1=C(F)COC(F)=C1,0.9248488132162048
CC=CC(F)OC(Cl)n1nc(C(O)F)cp1,0.9248488132162048
CC=CC(F)OC(Cl)=CN1NC(O)(F)C=P1,0.9248488132162048
CC=CC(F)C(Cl)=Cn1nc(C(O)F)cp1,0.9248488132162048
CC=CC(=C(F)C=O)[PH]1=C(Cl)C(F)C=NN1,0.9248488132162048
CC=C=C=C(Cl)OC(F)=CC=PNN=CC(O)F,0.9248488132162048
CC=C=C(Cl)OC(F)C=PNN=CCOF,0.9248488132162048
CC=C=C(Cl)OC(F)=CC=PNN=CCF,0.9248488132162048
CC=C=C(Cl)C(F)=CC=PNN=CC(O)F,0.9248488132162048
CC=C(F)COC(Cl)=C=PNN=CC(O)F,0.9248488132162048
CC=C(Cl)OC(F)C=C=[PH]1NN=CC(F)O1,0.9248488132162048
CC=C(Cl)C=C(F)OCC=NN=PCOF,0.9248488132162048
CC=C(Cl)C=C(F)OCC1=N[N+]#[PH]CC1(O)F,0.9248488132162048
CC1OC(F)C(Cl)=CC1[PH]1=NN=CC(F)O1,0.9248488132162048
CC1OC(F)=CC(Cl)C1[PH]1=NN=CC(F)O1,0.9248488132162048
CC1OC(Cl)C(F)=CC1=[PH]1NN=CC(F)O1,0.9248488132162048
CC1OC(Cl)=CC(F)=C1PNN=CC(O)F,0.9248488132162048
CC1OC(Cl)=C(F)CC1=[PH]1NN=CC(F)O1,0.9248488132162048
CC1CC(Cl)=C(F)OC=C2C(F)C=NN=[PH]21,0.9248488132162048
CC1C=C(Cl)OC(F)=C1C=PNN=CCF,0.9248488132162048
CC1C=C(Cl)OC(F)=C1C=PC=NN=CC(O)F,0.9248488132162048
CC1C=C(Cl)OC(F)=C1C=C=PNN=CC(O)F,0.9248488132162048
CC1C([PH]2=NN=CC(F)O2)C=COC1(F)Cl,0.9248488132162048
CC1C(F)=NN[PH]1CC1=CC(OF)OC(Cl)=C1,0.9248488132162048
CC1C(F)=CC(Cl)=CC1[PH]1=NN=CC(F)O1,0.9248488132162048
CC1C(F)=CC(Cl)=C1[PH]1(COF)NN=CO1,0.9248488132162048
CC1C(C#[PH]NN=CC(O)F)=C(Cl)OC1F,0.9248488132162048
CC1=CC(PNN=C(CCl)C(=O)F)C=C1F,0.9248488132162048
CC1=CC(PNN=C(CCl)C(=O)F)=C(F)C1,0.9248488132162048
CC1=CC(F)OC(Cl)=C1C=[PH]=NN=CCF,0.9248488132162048
CC1=CC(F)OC(Cl)=C1C=PNN=CCF,0.9248488132162048
CC1=CC(F)OC(Cl)=C1C=PNN=CC(F)C=O,0.9248488132162048
CC1=CC(F)OC(Cl)=C1C#[PH]NNC(O)F,0.9248488132162048
CC1=CC(F)=C(PNN=C(CCl)C(=O)F)C1,0.9248488132162048
CC1=CC(F)=C(Cl)C1C=PNN=CC(O)F,0.9248488132162048
CC1=C(PNN=C(CCl)C(=O)F)CC=C1F,0.9248488132162048
CC1=C(F)CC(Cl)=C1[PH]1(OCF)NN=CO1,0.9248488132162048
CC1=C(F)CC(Cl)=C1[PH]1(C(O)F)NN=CO1,0.9248488132162048
CC1=C(F)C=C(Cl)C1C=PNN=CC(O)F,0.9248488132162048
CC1=C(F)C(Cl)=CC1=[PH](NN=CO)OCF,0.9248488132162048
CC1=C(F)C(Cl)=CC1=[PH](NN=CO)C(O)F,0.9248488132162048
CC1=C(Cl)OC(F)C=C1PNN=CC(O)F,0.9248488132162048
CC1=C(Cl)CC(F)=CC1[PH]1=NN=CC(F)O1,0.9248488132162048
CC1=C(Cl)C=C(F)OC1C=PN(O)N=CC(O)F,0.9248488132162048
CC1=C(Cl)C(F)C=CC1[PH]1=NN=CC(F)O1,0.9248488132162048
CC1=C(Cl)C(F)C=CC1=[PH]1NN=CC(F)O1,0.9248488132162048
CC1=C(CF)C(PON(S)N=CC(=O)Cl)C(Br)=C1F,0.9248488132162048
CC1(P=CC=NN)C(C(O)F)=C(Cl)OC1F,0.9248488132162048
CC1(C=PNN=CC(O)F)C=C(Cl)OC1F,0.9248488132162048
CC(O)=NN[PH]1C2=C(Cl)C=C(F)C2C1COF,0.9248488132162048
CC(O)=NN[PH]1=CC2=C(F)OC(Cl)=CC2=C(F)C1,0.9248488132162048
CC(O)(F)C=NON=PCC1=C(F)COC(Cl)=C1,0.9248488132162048
CC(O)(F)C=NN=PCC1=C(F)C=C(Cl)C1,0.9248488132162048
CC(O)(F)C=NN=PCC1=C(Cl)C=C(F)C1,0.9248488132162048
CC(N=CC(O)F)=C(Cl)OC(F)=CC=PN,0.9248488132162048
CC(F)=COC=CPNN=C(CCl)C(=O)F,0.9248488132162048
CC(F)=COC#CCPNNC(Cl)C(=O)F,0.9248488132162048
CC(F)=COC#CCPNN(CCl)C(=O)F,0.9248488132162048
CC(F)=CC(O)=CPNN=C(CCl)C(=O)F,0.9248488132162048
CC(F)=C(O)C(O)=C=CPNN=C(F)CCl,0.9248488132162048
CC(F)=C(O)C(O)=C=CPNN=C(CCl)C(=O)F,0.9248488132162048
CC(F)=C(C=O)C=C[PH]1=C(Cl)C(F)C=NN1,0.9248488132162048
CC(F)=C(C=C=PNN=COCF)C=CCl,0.9248488132162048
CC(F)=C(C=C=PNN=CCOF)C=CCl,0.9248488132162048
CC(F)=C(C=C=PNN=CC(O)F)C=CCl,0.9248488132162048
CC(F)=C(C=C(O)Cl)CC=PNN=C(O)F,0.9248488132162048
CC(Cl)=C(F)OC=CC[PH]1=NN=CC(F)O1,0.9248488132162048
CC(C1=CC(F)OC(Cl)=C1)=[PH]1=NN=C(O)C1,0.9248488132162048
CC(=O)N[PH]1=CC2=C(Cl)[N-]C(F)C2C1OCF,0.9248488132162048
CC(=O)CC(F)=CPNN=C(CCl)C(=O)F,0.9248488132162048
CC(=O)C=[SH]#[PH]C(F)=CSC(N=COF)=NCCl,0.9248488132162048
CC(=O)C=NN[PH]1=C(Cl)C2=C(F)OCC(F)=C2C1,0.9248488132162048
CC(=O)C(F)=C(C=C=PNN=COCF)C=CCl,0.9248488132162048
CC(=O)C(F)=C(C=C=PNN=CCOF)C=CCl,0.9248488132162048
CC(=O)C(F)=C(C=C=PNN=CC(O)F)C=CCl,0.9248488132162048
CC(=NN[PH]1=CC2=CC(F)OC(Cl)=C2C1)C(=O)F,0.9248488132162048
CC(=NNPCC1=C(F)CC(Cl)=C1)C(=O)F,0.9248488132162048
CC(=NNPCC1=C(F)CC(Cl)=C1)C(=O)C(=O)F,0.9248488132162048
CC(=NNPC1=C(Cl)C(F)COC1)C(=O)F,0.9248488132162048
CC(=NNP=CC1=CC(F)OC1Cl)C(O)F,0.9248488132162048
C=[PH]=CC=CC(F)OC(Cl)=NN=CC(O)F,0.9248488132162048
C=[PH]=C=CC(F)OC(Cl)=CNN=CC(O)F,0.9248488132162048
C=[PH]1CC=C(F)C=C(Cl)OOC(F)C=NN1,0.9248488132162048
C=[PH](NN=CC(O)F)C1C=CC(F)=C(Cl)O1,0.9248488132162048
C=[PH](NN=CC(O)F)C1C=C(F)OC(Cl)=C1,0.9248488132162048
C=[PH](NN=CC(O)F)C1=COC(F)=C(Cl)C1,0.9248488132162048
C=[PH](NN=CC(O)F)C1=C(Cl)C=C(F)OC1,0.9248488132162048
C=[PH](Cc1coc(Cl)c(F)c1=O)NN=CC(O)F,0.9248488132162048
C=[PH](CC1C=C(Cl)C=C1F)NN=COOF,0.9248488132162048
C=[PH](CC1=COC(Cl)=C(F)C1)NN=COF,0.9248488132162048
C=[PH](CC1=CC(OF)=C(Cl)OC1)N1N=CC(F)O1,0.9248488132162048
C=[PH](CC1=CC(F)OC(Cl)=C1)NN=COF,0.9248488132162048
C=[PH](CC1=CC(F)OC(Cl)=C1)NN=C(O)F,0.9248488132162048
C=[PH](CC1=C(F)COC(Cl)=C1)NN=COF,0.9248488132162048
C=[PH](CC1=C(F)COC(Cl)=C1)NN=C(O)F,0.9248488132162048
C=[PH](CC1=C(Cl)C=C(F)OC1)NN=COF,0.9248488132162048
C=[O+]C(=NNPCC=C(F)C=PC(=C)Cl)C(=O)F,0.9248488132162048
C=[O+]C(=NNPCC1=C(F)CC(Cl)=C1)C(=O)F,0.9248488132162048
C=PCC=CC(F)OC(Cl)=CNN=C=CF,0.9248488132162048
C=P(F)(CCC1=CO1)NN=C(CCl)C(=O)F,0.9248488132162048
C=NN[PH]1=CC2=CC(F)=C(Cl)C2C1OCF,0.9248488132162048
C=NN[PH]1=CC2=CC(F)=C(Cl)C2C1COF,0.9248488132162048
C=NN[PH]1=CC2=CC(F)=C(Cl)C2C1C(O)F,0.9248488132162048
C=NN[PH]1=CC2=C(F)OC(Cl)=CC2C1CF,0.9248488132162048
C=NN[PH]1=CC2=C(F)CC(Cl)=C2C1OCF,0.9248488132162048
C=NN[PH]1=CC2=C(F)CC(Cl)=C2C1C(O)F,0.9248488132162048
C=NN[PH]1=CC2=C(F)C=C(Cl)C2C1OCF,0.9248488132162048
C=NN[PH]1=CC2=C(Cl)CC(F)=C2C1OCF,0.9248488132162048
C=NN[PH]1=CC2=C(Cl)CC(F)=C2C1COF,0.9248488132162048
C=NN[PH]1=CC2=C(Cl)CC(F)=C2C1C(O)F,0.9248488132162048
C=NN[PH]1=CC2=C(Cl)C=C(F)C2C1OCF,0.9248488132162048
C=NN[PH]1=CC2=C(Cl)C=C(F)C2C1COF,0.9248488132162048
C=NN[PH]1=C2C=C(F)C=C(Cl)C2C1OCF,0.9248488132162048
C=NNP=CC1=CC(F)=C(Cl)C1COCF,0.9248488132162048
C=NNP=CC1=C(F)C=C(Cl)C1COCF,0.9248488132162048
C=NNP=CC1=C(Cl)CC(F)=C1CCOF,0.9248488132162048
C=NNP=CC1=C(Cl)CC(F)=C1CC(O)F,0.9248488132162048
C=NNP=CC1=C(Cl)C=C(F)C1COCF,0.9248488132162048
C=NNP=CC1=C(Cl)C=C(F)C1CCOF,0.9248488132162048
C=NNP=C1C=C(F)C=C(Cl)C1COCF,0.9248488132162048
C=NN=C(PCC1C=COOC1F)C(F)Cl,0.9248488132162048
C=NN=C(PCC1(F)C=COOC1)C(F)Cl,0.9248488132162048
C=NC(Cl)N=C(O)PCC1=C(F)CC(F)=C1,0.9248488132162048
C=C[PH](F)=C=C=CC(=O)C(=NCCCl)NC(=O)F,0.9248488132162048
C=CP(C(=[SH]O)C(=C)F)N(S)N=C(CCl)C(=O)F,0.9248488132162048
C=CNPC(O)=NC(Cl)=C(F)COC=CF,0.9248488132162048
C=CC[PH]1=C=CC(F)=C(Cl)C(COF)=NN1,0.9248488132162048
C=CC[PH]1=C=CC(F)=C(Cl)C(C(O)F)=NN1,0.9248488132162048
C=CC1=C(F)COC(Cl)=C1C=PNN=CC(O)F,0.9248488132162048
C=CC(F)=COCPNN=C(CCl)C(=O)F,0.9248488132162048
C=CC(F)=CC=CPNN=C(CCl)C(=O)F,0.9248488132162048
C=CC(F)=CC(O)PNN=C(CCl)C(=O)F,0.9248488132162048
C=CC(F)=CC(F)C#CPNNC(Cl)C=O,0.9248488132162048
C=CC(=NNPC=CC=C(F)CCl)C(=O)F,0.9248488132162048
C=C=C(N=COPNC=C(F)COC=CF)OCl,0.9248488132162048
C=C=C(F)OC=CC(=C)PNN=C(CCl)C(=O)F,0.9248488132162048
C=C=C(F)C(=C)C(O)=CPNN=C(CCl)C(=O)F,0.9248488132162048
C=C=C(Cl)OC(F)C=CPNN=CC(O)F,0.9248488132162048
C=C=C(Cl)OC(F)=CC=[PH](CF)NN=CO,0.9248488132162048
C=C=C(Cl)NOPNC=C(F)COC=CF,0.9248488132162048
C=C=C(Cl)NOPNC=C(F)COC(=C)F,0.9248488132162048
C=C=C(Cl)NC(=O)C=PNC=C(F)COC=CF,0.9248488132162048
C=C=C(Cl)N=CPNC=C(F)COC=CF,0.9248488132162048
C=C=C(Cl)N=CPNC=C(F)COC(=C)F,0.9248488132162048
C=C=C(Cl)N=CPNC=C(COC=CF)C(=O)F,0.9248488132162048
C=C=C(Cl)N=COPNCC(F)OC=CF,0.9248488132162048
C=C=C(Cl)N=COPNC=C(F)COCF,0.9248488132162048
C=C=C(Cl)N=COPNC=C(F)CC(=C)F,0.9248488132162048
C=C=C(Cl)N=COPNC=C(COC=CF)OF,0.9248488132162048
C=C=C(Cl)N=COPNC(O)=C(F)COC=CF,0.9248488132162048
C=C=C(Cl)N=COPNC(F)COC=CF,0.9248488132162048
C=C=C(Cl)N=COPNC#[SH]=S(F)COC=CF,0.9248488132162048
C=C=C(Cl)N=COPNC#[SH]=C=S(F)CC=CF,0.9248488132162048
C=C=C(Cl)N=COPNC#[SH]=C(F)COC=[SH]F,0.9248488132162048
C=C=C(Cl)N=COP(Br)NC#[SH]=C(F)COC=CF,0.9248488132162048
C=C=C(Cl)N=COC=PNC=C(F)COC(=C)F,0.9248488132162048
C=C=C(Cl)N=C(P)NC=C(F)COC=CF,0.9248488132162048
C=C=C(Cl)N=C(P)NC=C(F)COC(=C)F,0.9248488132162048
C=C=C(Cl)N=C(OO)PNC=C(F)COC(=C)F,0.9248488132162048
C=C=C(Cl)N=C(O)PNC=C(F)COCF,0.9248488132162048
C=C=C(Cl)N=C(O)PNC=C(F)COC(F)=C=C,0.9248488132162048
C=C=C(Cl)N=C(O)PNC=C(F)CC=CF,0.9248488132162048
C=C=C(Cl)N=C(O)PNC=C(F)CC(=C)F,0.9248488132162048
C=C=C(Cl)N=C(O)PNC=C(F)C=COC(=C)F,0.9248488132162048
C=C=C(Cl)N=C(O)PNC=C(F)C(=C)OC=CF,0.9248488132162048
C=C=C(Cl)N=C(O)PNC=C(F)C(=C)OC(=C)F,0.9248488132162048
C=C=C(Cl)N=C(O)PNC(F)COC=CF,0.9248488132162048
C=C=C(Cl)N=C(O)PNC(F)COC(=C)F,0.9248488132162048
C=C=C(Cl)N=C(O)C=PNC=C(F)COC(=C)F,0.9248488132162048
C=C=C(Cl)N=C(O)C=PNC(F)COCF,0.9248488132162048
C=C=C(Cl)N=C(O)C=PNC(F)CC(=C)F,0.9248488132162048
C=C=C(Cl)N=C(F)OPNC=C(F)COC(C)=O,0.9248488132162048
C=C=C(Cl)N(O)PNC=C(F)COC=CF,0.9248488132162048
C=C=C(Cl)N(O)PNC=C(F)COC(=C)F,0.9248488132162048
C=C=C(Cl)N(C=O)C=PNC=C(F)COC(=C)F,0.9248488132162048
C=C=C(Cl)C(C=C=PNN=CC(O)F)=C(F)CO,0.9248488132162048
C=C1[PH](CC2=COC(F)=C(Cl)C2)=NN=CC1(O)F,0.9248488132162048
C=C1[PH](CC2=CC(F)OC(Cl)=C2)=NN=CC1(O)F,0.9248488132162048
C=C1OC(F)=CC(Cl)=C1CC=PNN=CC(O)F,0.9248488132162048
C=C1OC(Cl)=CC(F)=C1CC=PNN=CC(O)F,0.9248488132162048
C=C1OC(Cl)=CC(C[PH]2=CC(O)(F)C=NN2)=C1F,0.9248488132162048
C=C1OC(Cl)=CC(C[PH]2=CC(C(O)F)=NN2)=C1F,0.9248488132162048
C=C1OC(Cl)=CC(CC=PNN=CC(O)F)=C1F,0.9248488132162048
C=C1OC(CF)=C1C[PH]1=C(Cl)C(F)C=NN1,0.9248488132162048
C=C1C[PH]2=CC1C(F)=C(Cl)C(C(O)F)=NN2,0.9248488132162048
C=C1C[PH](NN=CC(O)F)=CC(F)=C(Cl)O1,0.9248488132162048
C=C1C=C(CPNNC(Cl)C(=O)F)C=C1F,0.9248488132162048
C=C1C2OC(F)=CC(Cl)=C2C=[PH]1NN=CC(O)F,0.9248488132162048
C=C1C2C=C(Cl)OC(F)=C2C=[PH]1NN=CC(O)F,0.9248488132162048
C=C1C2=CC(F)OC(Cl)=C2C=[PH]1NN=CC(O)F,0.9248488132162048
C=C1C2=CC(Cl)OC(F)=C2C=[PH]1NN=CC(O)F,0.9248488132162048
C=C1C2=C(F)COC(Cl)=C2C=[PH]1NN=CC(O)F,0.9248488132162048
C=C1C2=C(F)CC(Cl)=C2C=[PH]1NN=CC(O)(O)F,0.9248488132162048
C=C1C2=C(Cl)C=C(F)OC2C=[PH]1NN=CC(O)F,0.9248488132162048
C=C1C(O)=CC(PNN=C(CCl)C(=O)F)C=C1F,0.9248488132162048
C=C1C(F)=CC(Cl)=C1C=[PH]1NN=C(O)C1C(O)F,0.9248488132162048
C=C1C(F)=CC(CPNNC(O)(F)Cl)=C1O,0.9248488132162048
C=C1C(F)=CC(CPNNC(Cl)C(=O)F)=C1C=O,0.9248488132162048
C=C1C(F)=CC(CPNN=C(CCl)C(=O)F)=C1O,0.9248488132162048
C=C1C(F)=CC(CPN=CNC(Cl)C(=O)F)=C1O,0.9248488132162048
C=C1C(F)=CC(C=[PH]2NN=COC2C(O)F)=C1Cl,0.9248488132162048
C=C1C(F)=CC(C=[PH]2NN=C(O)C2C(O)F)=C1Cl,0.9248488132162048
C=C1C(F)=C2C(=C1Cl)C=[PH](NN=CO)C2OCF,0.9248488132162048
C=C1C(C[PH]2=CC(C(O)F)=NN2)=COC(F)=C1Cl,0.9248488132162048
C=C1C(C(O)F)=NN[PH]1=CC1=CC(F)OC(Cl)=C1,0.9248488132162048
C=C(PNN=S(C(=O)F)C(Cl)Br)C1=COCC(F)=C1,0.9248488132162048
C=C(PNN=C(CCl)C(=O)F)C1=COCC(F)=C1,0.9248488132162048
C=C(PNN=C(CCl)C(=O)F)C1=COC=C(F)C1,0.9248488132162048
C=C(O)NP=CC1=C(Cl)CC(F)=C1N=CC(O)F,0.9248488132162048
C=C(O)C(F)=C(C=C=PNN=COCF)C=CCl,0.9248488132162048
C=C(O)C(F)=C(C=C=PNN=CCOF)C=CCl,0.9248488132162048
C=C(O)C(F)=C(C=C=PNN=CC(O)F)C=CCl,0.9248488132162048
C=C(F)c1oc(O)cc1C[PH]1=C(F)C(Cl)C=NN1,0.9248488132162048
C=C(F)[PH]#[SH]=CC(=O)C(=NCC(S)Cl)NC(=O)F,0.9248488132162048
C=C(F)[PH]#[SH]=C=CC(=O)C(N=COBr)=NCCCl,0.9248488132162048
C=C(F)[PH]#[SH]=C=CC(=O)C(=NCCCl)N(Br)C(=O)F,0.9248488132162048
C=C(F)S#CC(O)=CCPN(Br)N=C(CCl)C(=O)F,0.9248488132162048
C=C(F)OCOC(F)=CNP=CN(C=O)C=CCl,0.9248488132162048
C=C(F)OCC1C(C=PNN=CO)=CC(F)=C1Cl,0.9248488132162048
C=C(F)OCC(F)NP=CN(C=O)C(=C)Cl,0.9248488132162048
C=C(F)OCC(F)=CNPN(C=O)C(=C)Cl,0.9248488132162048
C=C(F)OCC(F)=CNP=CN(O)C(=C)Cl,0.9248488132162048
C=C(F)OCC(F)=CNP=CN(C=O)CCl,0.9248488132162048
C=C(F)OCC(F)=CNP=CN(C=CCl)C[O-],0.9248488132162048
C=C(F)OCC(F)=CNP=CN(C=CCl)C(=O)O,0.9248488132162048
C=C(F)OCC(F)=CNP=CN(C=C=O)C=CCl,0.9248488132162048
C=C(F)OCC(F)=CNP=CC(O)=NCCl,0.9248488132162048
C=C(F)OCC(F)=CNP=CC(=O)NCCl,0.9248488132162048
C=C(F)OCC(F)=CNOP=CN(C=O)C(=C)Cl,0.9248488132162048
C=C(F)OC=NN[PH]1=CC=C(F)OC(Cl)C#CC1,0.9248488132162048
