smiles,mestranol-similarity
C#CC1(O)CCC2C3CCc4cc(OC)ccc4C3CCC21CC=C,0.9608465608465608
C#CC1(O)CCC2C3CCc4cc(OC)ccc4C3CCC21CC#N,0.9608465608465608
C#CC1(O)CCC2C3CCc4cc(OC)ccc4C3CCC21C#[PH]F,0.9608465608465608
C#CC1(O)CCC2C3CCc4cc(OC)ccc4C3CCC21C#CCl,0.9608465608465608
C#CC1(C)CCC2C3CCc4cc(OC)ccc4C3CCC21COO,0.9608465608465608
C#CC1(C)CCC2C3CCc4cc(OC)ccc4C3CCC21CCO,0.9608465608465608
C#CC1([O-])CCC2C3CCc4ccc(C)cc4C3CCC21C,0.9605734767025089
C#CC1(O)CCC2C3CCc4ccc(C)cc4C3CCC21C,0.9605734767025089
C#CC12CCC3c4ccc(OC)cc4CCC3C1CC2(O)CC,0.9596309111880046
C#CC1([O-])CC2C3CCc4cc(OC)ccc4C3CCC21C#C,0.9596309111880046
C#CC1(O)CCCC2C3CCc4cc(OC)ccc4C3CCC21,0.9596309111880046
C#CC1(O)CC2C3CCc4cc(OC)ccc4C3CCC21C#C,0.9596309111880046
C#CC(C)(O)C1(C)CCC2c3ccc(OC)cc3CCC2C1C,0.9596309111880046
COc1ccc2c(c1)CCC1C2CCC2(S)C1CCC2(C)[O-],0.9592326139088728
COc1ccc2c(c1)CCC1C2CCC2(S)C1CCC2(C)O,0.9592326139088728
COc1ccc2c(c1)CCC1C2CCC2(P)C1CCC2(C)O,0.9592326139088728
COc1ccc2c(c1)CCC1C2CCC2(N)C1CCC2(C)[O-],0.9592326139088728
COc1ccc2c(c1)CCC1C2CCC2(N)C1CCC2(C)O,0.9592326139088728
COc1ccc2c(c1)CCC1C2CCC2(F)C1CCC2(C)[O-],0.9592326139088728
COc1ccc2c(c1)CCC1C2CCC2(F)C1CCC2(C)O,0.9592326139088728
COc1ccc2c(c1)CCC1C2CCC2(Cl)C1CCC2(C)[O-],0.9592326139088728
COc1ccc2c(c1)CCC1C2CCC2(Cl)C1CCC2(C)O,0.9592326139088728
COc1ccc2c(c1)CCC1C2CCC2(Br)C1CCC2(C)[O-],0.9592326139088728
COc1ccc2c(c1)CCC1C2CCC2(Br)C1CCC2(C)O,0.9592326139088728
C#CC1(O)CCC2C3CCS4=CC(OC(C)=O)=CC=C4C3CCC21C,0.9591397849462365
C#CC1([O-])CC2C3CCc4cc(OCO)ccc4C3CCC21CC,0.9587513935340022
C#CC1([O-])CC2C3CCc4cc(OC#[SH])ccc4C3CCC21CC,0.9587513935340022
C#[N+]CC1(O)CC2C3CCc4cc(OC)ccc4C3CCC21C,0.9583333333333333
C#CC1([O-])CCC2C3CCc4cc(OC(=O)C#N)ccc4C3CCC21C,0.9583333333333333
C#CC1(O)CCC2C3CCc4cc(OC(O)CO)ccc4C3CCC21C,0.9583333333333333
C#CC1(O)CCC2C3CCc4cc(OC(=O)C#N)ccc4C3CCC21C,0.9583333333333333
C#CC(=O)Oc1ccc2c(c1)CCC1C2CCC2(C)C1CCC2(O)C#C,0.9583333333333333
C#CC(=N)Oc1ccc2c(c1)CCC1C2CCC2(C)C1CCC2(O)C#C,0.9583333333333333
C#SC1(O[O-])CCC2C3CCc4cc(OC)ccc4C3CCC21C,0.9580573951434879
C#SC1(OO)CCC2C3CCc4cc(OC)ccc4C3CCC21C,0.9580573951434879
C#SC1(CO)CCC2C3CCc4cc(OC)ccc4C3CCC21C,0.9580573951434879
C#SC1(C#[SH])CCC2C3CCc4cc(OC)ccc4C3CCC21O,0.9580573951434879
C#SC1(C#N)CCC2C3CCc4cc(OC)ccc4C3CCC21[O-],0.9580573951434879
C#SC1(C#N)CCC2C3CCc4cc(OC)ccc4C3CCC21O,0.9580573951434879
C#CC1(SO)CCC2C3CCc4cc(NC)ccc4C3CCC21C,0.9580573951434879
C#CC1(SO)CCC2C3CCc4cc(CC)ccc4C3CCC21C,0.9580573951434879
C#CC1(CO)CCC2C3CCc4cc(OC)ccc4C3CCS21C,0.9580573951434879
C#CC1(CO)CCC2C3CCc4cc(CC)ccc4C3CCC21C,0.9580573951434879
C#CC1(O)CCC2C3CCc4cc(COOO)ccc4C3CCC21C,0.9579288025889967
COc1ccc2c(c1)CCC1C2CCC2(C)C1CC2(O)C[O-],0.9578820697954271
C#CC1(C)CCC2C3CCc4cc(OC)ccc4C3CCC21,0.9578820697954271
C#CC1([O-])CCCC2C3CCc4cc(OC)ccc4C3CCC21O[O-],0.9578059071729959
C#CC1([O-])CCCC2C3CCc4cc(OC)ccc4C3CCC21CN,0.9578059071729959
C#CC1([O-])CCCC2C3CCc4cc(OC)ccc4C3CCC21C#C,0.9578059071729959
C#CC1(O)CCCC2C3CCc4cc(OC)ccc4C3CCC21NO,0.9578059071729959
C#CC1(O)CCCC2C3CCc4cc(OC)ccc4C3CCC21CO,0.9578059071729959
C#CC1(O)CCCC2C3CCc4cc(OC)ccc4C3CCC21C=O,0.9578059071729959
C#CC1(O)CCCC2C3CCc4cc(OC)ccc4C3CCC21C=C,0.9578059071729959
C#CC1(O)CCCC2C3CCc4cc(OC)ccc4C3CCC21C#C,0.9578059071729959
C#CC1(O)CCC2C3CCc4cc(OC)ccc4C3CCC21C(N)=O,0.9578059071729959
C#CC1(O)CCC2C3CCc4cc(OC)ccc4C3CCC21C(=O)O,0.9578059071729959
C#CC1(SO)CCC2C3CCc4cc(C)ccc4C3CCC21C,0.9576174112256586
C#CC1(NO)CCC2C3CCc4cc(C)ccc4C3CCC21C,0.9576174112256586
C#CCC1(O)SCCC2C3CCc4cc(OC)ccc4C3CCC21C,0.9566137566137566
C#CC1(C(C)=O)CCC2C3CCc4cc(OC)ccc4C3CCC21O,0.9566137566137566
C#CC1([O-])CCCC2C3CCc4cc(OCN=O)ccc4C3CCC21C,0.9565217391304347
C#CC1([O-])CCCC2C3CCc4cc(OCC=O)ccc4C3CCC21C,0.9565217391304347
C#CC1(O)CCCC2C3CCc4cc(OCCO)ccc4C3CCC21C,0.9565217391304347
C#CC1(O)CCCC2C3CCc4cc(OCC#N)ccc4C3CCC21C,0.9565217391304347
CSc1ccc2c(c1)CCC1C2CCC2(C)C1CCC2([O-])C#[SH],0.9563218390804598
CSc1ccc2c(c1)CCC1C2CCC2(C)C1CCC2([O-])C#N,0.9563218390804598
CSc1ccc2c(c1)CCC1C2CCC2(C)C1CCC2(O)C#N,0.9563218390804598
COc1ccc2c(c1)SCC1C2CCC2(C)C1CCC2([O-])C#[SH],0.9563218390804598
COc1ccc2c(c1)SCC1C2CCC2(C)C1CCC2(O)C#[SH],0.9563218390804598
COc1ccc2c(c1)PCC1C2CCC2(C)C1CCC2(O)C#[SH],0.9563218390804598
COc1ccc2c(c1)NCC1C2CCC2(C)C1CCC2(O)C#N,0.9563218390804598
COc1ccc2c(c1)CCC1C3CCC([O-])(C#N)C3(C)CCP21,0.9563218390804598
COc1ccc2c(c1)CCC1C2OCC2(C)C1CCC2(O)C#[O+],0.9563218390804598
COc1ccc2c(c1)CCC1C2CC[N+]2(C)C1CCC2([O-])C#[SH],0.9563218390804598
COc1ccc2c(c1)CCC1C2CCC2([O-])C1CCC2([O-])C#[O+],0.9563218390804598
COc1ccc2c(c1)CCC1C2CCC2([O-])C1CCC2([O-])C#N,0.9563218390804598
COc1ccc2c(c1)CCC1C2CCC2([O-])C1CCC2(O)C#[SH],0.9563218390804598
COc1ccc2c(c1)CCC1C2CCC2([O-])C1CCC2(O)C#[O+],0.9563218390804598
COc1ccc2c(c1)CCC1C2CCC2([O-])C1CCC2(O)C#P,0.9563218390804598
COc1ccc2c(c1)CCC1C2CCC2([O-])C1CCC2(O)C#N,0.9563218390804598
COc1ccc2c(c1)CCC1C2CCC2(S)C1CCC2([O-])C#N,0.9563218390804598
COc1ccc2c(c1)CCC1C2CCC2(S)C1CCC2(O)C#[SH],0.9563218390804598
COc1ccc2c(c1)CCC1C2CCC2(S)C1CCC2(O)C#N,0.9563218390804598
COc1ccc2c(c1)CCC1C2CCC2(O)C1CCC2([O-])C#[SH],0.9563218390804598
COc1ccc2c(c1)CCC1C2CCC2(O)C1CCC2([O-])C#[O+],0.9563218390804598
COc1ccc2c(c1)CCC1C2CCC2(O)C1CCC2([O-])C#P,0.9563218390804598
COc1ccc2c(c1)CCC1C2CCC2(O)C1CCC2([O-])C#N,0.9563218390804598
COc1ccc2c(c1)CCC1C2CCC2(O)C1CCC2(O)C#[SH],0.9563218390804598
COc1ccc2c(c1)CCC1C2CCC2(O)C1CCC2(O)C#N,0.9563218390804598
COc1ccc2c(c1)CCC1C2CCC2(N)C1CCC2([O-])C#P,0.9563218390804598
COc1ccc2c(c1)CCC1C2CCC2(N)C1CCC2([O-])C#N,0.9563218390804598
COc1ccc2c(c1)CCC1C2CCC2(N)C1CCC2(O)C#[SH],0.9563218390804598
COc1ccc2c(c1)CCC1C2CCC2(N)C1CCC2(O)C#N,0.9563218390804598
COc1ccc2c(c1)CCC1C2CCC2(F)C1CCC2(O)C#N,0.9563218390804598
COc1ccc2c(c1)CCC1C2CCC2(Cl)C1CCC2([O-])C#[SH],0.9563218390804598
COc1ccc2c(c1)CCC1C2CCC2(Cl)C1CCC2([O-])C#N,0.9563218390804598
COc1ccc2c(c1)CCC1C2CCC2(Cl)C1CCC2(O)C#N,0.9563218390804598
COc1ccc2c(c1)CCC1C2CCC2(C)[SH]1CCC2([O-])C#N,0.9563218390804598
COc1ccc2c(c1)CCC1C2CCC2(C)[SH]1CCC2(O)C#N,0.9563218390804598
COc1ccc2c(c1)CCC1C2CCC2(C)P1CCC2([O-])C#[SH],0.9563218390804598
COc1ccc2c(c1)CCC1C2CCC2(C)C1SCC2([O-])C#N,0.9563218390804598
COc1ccc2c(c1)CCC1C2CCC2(C)C1OCC2([O-])C#N,0.9563218390804598
COc1ccc2c(c1)CCC1C2CCC2(C)C1NCC2(O)C#[SH],0.9563218390804598
COc1ccc2c(c1)CCC1C2CCC2(C)C1NCC2(O)C#N,0.9563218390804598
COc1ccc2c(c1)CCC1C2CCC2(C)C1C[N-]C2([O-])C#[SH],0.9563218390804598
COc1ccc2c(c1)CCC1C2CCC2(C)C1C[N-]C2([O-])C#N,0.9563218390804598
COc1ccc2c(c1)CCC1C2CCC2(C)C1CSC2([O-])C#[SH],0.9563218390804598
COc1ccc2c(c1)CCC1C2CCC2(C)C1CSC2(O)C#N,0.9563218390804598
COc1ccc2c(c1)CCC1C2CCC2(C)C1COC2([O-])C#[SH],0.9563218390804598
COc1ccc2c(c1)CCC1C2CCC2(C)C1COC2([O-])C#[O+],0.9563218390804598
COc1ccc2c(c1)CCC1C2CCC2(C)C1COC2([O-])C#N,0.9563218390804598
COc1ccc2c(c1)CCC1C2CCC2(C)C1COC2(O)C#[SH],0.9563218390804598
COc1ccc2c(c1)CCC1C2CCC2(C)C1COC2(O)C#N,0.9563218390804598
COc1ccc2c(c1)CCC1C2CCC2(C)C1CNC2(O)C#[SH],0.9563218390804598
COc1ccc2c(c1)CCC1C2CCC2(C)C1CNC2(O)C#N,0.9563218390804598
COc1ccc2c(c1)CCC1C2CCC2(Br)C1CCC2([O-])C#[O+],0.9563218390804598
COc1ccc2c(c1)CCC1C2CCC2(Br)C1CCC2(O)C#N,0.9563218390804598
COc1cc2c(cn1)C1CCC3(C)C(CCC3(O)C#N)C1CC2,0.9563218390804598
CO[n+]1ccc2c(c1)CCC1C2CCC2(C)C1CCC2(O)C#N,0.9563218390804598
COC1=[SH]C=C2C(=C1)CCC1C2CCC2(C)C1CCC2([O-])C#[SH],0.9563218390804598
COC1=C[SH]=C2C(=C1)CCC1C2CCC2(C)C1CCC2(O)C#N,0.9563218390804598
CNc1ccc2c(c1)CCC1C2CCC2(C)C1CCC2([O-])C#P,0.9563218390804598
CNc1ccc2c(c1)CCC1C2CCC2(C)C1CCC2(O)C#N,0.9563218390804598
CCc1ccc2c(c1)CCC1C2CCC2(C)C1CCC2([O-])C#[SH],0.9563218390804598
CCc1ccc2c(c1)CCC1C2CCC2(C)C1CCC2([O-])C#[O+],0.9563218390804598
CCc1ccc2c(c1)CCC1C2CCC2(C)C1CCC2([O-])C#N,0.9563218390804598
CCc1ccc2c(c1)CCC1C2CCC2(C)C1CCC2(O)C#[SH],0.9563218390804598
CCc1ccc2c(c1)CCC1C2CCC2(C)C1CCC2(O)C#N,0.9563218390804598
C#SC1(S)CCC2C3CCc4cc(OC)ccc4C3CCC21C,0.9563218390804598
C#SC1(P)CCC2C3CCc4cc(OC)ccc4C3CCC21C,0.9563218390804598
C#SC1(N)CCC2C3CCc4cc(OC)ccc4C3CCC21C,0.9563218390804598
C#SC1(F)CCC2C3CCc4cc(OC)ccc4C3CCC21C,0.9563218390804598
C#SC1(Cl)CCC2C3CCc4cc(OC)ccc4C3CCC21C,0.9563218390804598
C#SC1(C)CCC2C3CCc4cc(OC)ccc4C3CCC21C,0.9563218390804598
C#CN1CCCC2C3CCc4cc(OC)ccc4C3CCC21C,0.9563218390804598
C#CC1(P)CCC2C3CCc4cc(NC)ccc4C3CCC21C,0.9563218390804598
C#CC1(N)CCC2C3CCc4cc(NC)ccc4C3CCC21C,0.9563218390804598
C#CC1(N)CCC2C3CCc4cc(CC)ccc4C3CCC21C,0.9563218390804598
C#CC1(F)CCC2C3CCc4cc(SC)ccc4C3CCC21C,0.9563218390804598
C#CC1(F)CCC2C3CCc4cc(CC)ccc4C3CCC21C,0.9563218390804598
C#CC1(C)CCC2C3CCc4cc(SC)ccc4C3CCC21C,0.9563218390804598
C#CC1(C)CCC2C3CCc4cc(OC)ccc4C3CCS21C,0.9563218390804598
C#CC1(C)CCC2C3CCc4cc(NC)ccc4C3CCC21C,0.9563218390804598
C#CC1(C)CCC2C3CCc4cc(CC)ccc4C3CCC21C,0.9563218390804598
C#CC1(C)CCC2C3CC[n+]4cc(OC)ccc4C3CCC21C,0.9563218390804598
C#CC1([O-])CC2C3CCc4cc(OC)ccc4C3CCC21,0.9559748427672955
C#CC1(O)CC2C3CCc4cc(OC)ccc4C3CCC21,0.9559748427672955
Cc1ccc2c(c1)CCC1C2CCC2(C)C1CCC2([O-])C#[SH],0.955794504181601
Cc1ccc2c(c1)CCC1C2CCC2(C)C1CCC2([O-])C#[O+],0.955794504181601
Cc1ccc2c(c1)CCC1C2CCC2(C)C1CCC2([O-])C#P,0.955794504181601
Cc1ccc2c(c1)CCC1C2CCC2(C)C1CCC2([O-])C#N,0.955794504181601
Cc1ccc2c(c1)CCC1C2CCC2(C)C1CCC2(O)C#[SH],0.955794504181601
Cc1ccc2c(c1)CCC1C2CCC2(C)C1CCC2(O)C#[O+],0.955794504181601
Cc1ccc2c(c1)CCC1C2CCC2(C)C1CCC2(O)C#P,0.955794504181601
Cc1ccc2c(c1)CCC1C2CCC2(C)C1CCC2(O)C#N,0.955794504181601
C#SC1([O-])CCC2C3CCc4cc(C)ccc4C3CCC21C,0.955794504181601
C#SC1(O)CCC2C3CCc4cc(C)ccc4C3CCC21C,0.955794504181601
C#CC1([O-])CCC2C3CC[n+]4cc(C)ccc4C3CCC21C,0.955794504181601
C#CC1(S)CCC2C3CCc4cc(C)ccc4C3CCC21C,0.955794504181601
C#CC1(P)CCC2C3CCc4cc(C)ccc4C3CCC21C,0.955794504181601
C#CC1(O)CCC2C3CCS4=CC(C)=CC=C4C3CCC21C,0.955794504181601
C#CC1(N)CCC2C3CCc4cc(C)ccc4C3CCC21C,0.955794504181601
C#CC1(F)CCC2C3CCc4cc(C)ccc4C3CCC21C,0.955794504181601
C#CC1(Cl)CCC2C3CCc4cc(C)ccc4C3CCC21C,0.955794504181601
C#CC1(Br)CCC2C3CCc4cc(C)ccc4C3CCC21C,0.955794504181601
C#CC1(CO)CC2C3CCc4cc(OP)ccc4C3CCC21C,0.9550173010380623
COc1ccc2c(c1)CCC1C2CCC2(C)C1CSCC2(O)C#[SH],0.9548954895489549
COc1ccc2c(c1)CCC1C2CCC2(C)C1CSCC2(O)C#N,0.9548954895489549
COc1ccc2c(c1)CCC1C2CCC2(C)C1COCC2([O-])C#N,0.9548954895489549
COc1ccc2c(c1)CCC1C2CCC2(C)C1CNCC2(O)C#[SH],0.9548954895489549
COc1ccc2c(c1)CCC1C2CCC2(C)C1CNCC2(O)C#P,0.9548954895489549
C#CC12CCC3c4ccc(OC)cc4CCC3C1CCC2(C)O[O-],0.9548954895489549
C#CC12CCC3c4ccc(OC)cc4CCC3C1CCC2(C)OO,0.9548954895489549
C#CC12CCC3c4ccc(OC)cc4CCC3C1CCC2(C)CO,0.9548954895489549
C#CC1(O)CCCC2C3=CCc4cc(OC)ccc4C3CCC21C,0.9548954895489549
CCC12CCC3c4ccc(OC)cc4CCC3C1CC2(C)[O-],0.9544364508393285
CCC12CCC3c4ccc(OC)cc4CCC3C1CC2(C)O,0.9544364508393285
C#CC1(O)CSCC2C3CCc4cc(C)ccc4C3CCC21C,0.9543378995433789
C#CC1(O)CCC2C3CCc4cc(C)ccc4C3CCC21CC,0.9543378995433789
C#CC1([O-])OCCC2C3CCc4cc(OCO)ccc4C3CCC21C,0.954206602768903
C#CC1([O-])OCCC2C3CCc4cc(OCN)ccc4C3CCC21C,0.954206602768903
C#CC1([O-])CCCC2C3CSc4cc(OOC)ccc4C3CCC21C,0.954206602768903
C#CC1(O)OCCC2C3CCc4cc(OCO)ccc4C3CCC21C,0.954206602768903
C#CC1(O)OCCC2C3CCc4cc(OCN)ccc4C3CCC21C,0.954206602768903
C#CC1(O)NCCC2C3CCc4cc(OCO)ccc4C3CCC21C,0.954206602768903
C#CC1(C)CCCC2C3CCc4cc(OOC)ccc4C3CCC21O,0.954206602768903
C[PH]#CC1([O-])CCC2C3CCc4cc(O[O-])ccc4C3CCC21C,0.9536423841059603
C[PH]#CC1([O-])CCC2C3CCc4cc(ON)ccc4C3CCC21C,0.9536423841059603
C[PH]#CC1([O-])CCC2C3CCc4cc(OCl)ccc4C3CCC21C,0.9536423841059603
C[PH]#CC1(O)CCC2C3CCc4cc(O[O-])ccc4C3CCC21C,0.9536423841059603
C[PH]#CC1(O)CCC2C3CCc4cc(OO)ccc4C3CCC21C,0.9536423841059603
CC#CC1([O-])CCC2C3CCc4cc(OF)ccc4C3CCC21C,0.9536423841059603
C#CCC12CCC3c4ccc(OC)cc4CCC3C1CC2([O-])C=C,0.9536423841059603
C#CC1(C)CC2C3CCc4cc(OC)ccc4C3CCC21COC,0.9536423841059603
C#CSC12CCC3c4ccc(OC)cc4CCC3C1CCC2([O-])CC,0.9535864978902954
C#CSC12CCC3c4ccc(OC)cc4CCC3C1CCC2(O)OC,0.9535864978902954
C#COC12CCC3c4ccc(OC)cc4CCC3C1CCC2(O)OC,0.9535864978902954
C#CNC12CCC3c4ccc(OC)cc4CCC3C1CCC2([O-])OC,0.9535864978902954
C#CNC12CCC3c4ccc(OC)cc4CCC3C1CCC2([O-])CC,0.9535864978902954
C#CCC12CCC3c4ccc(OC)cc4CCC3C1CCC2(O)OC,0.9535864978902954
C#CC(C)(CO)C1(C)CCC2c3ccc(OC)cc3CCC2C1CS,0.9535864978902954
COc1ccc2c(c1)CCC1C2CCC23OC#CC2([O-])CCC13,0.9530355097365406
COc1ccc2c(c1)CCC1C2CCC23CS#CC2([O-])CCC13,0.9530355097365406
COc1ccc2c(c1)CCC1C2CCC23CS#CC2(O)CCC13,0.9530355097365406
COc1ccc2c(c1)CCC1C2CCC23CC#CC2(O)CCC13,0.9530355097365406
C#CC12CCC3c4ccc(O[O-])cc4CCC3C1CCC2(C)[O-],0.9530355097365406
C#CC12CCC3c4ccc(OS)cc4CCC3C1CCC2(C)O,0.9530355097365406
C#CC12CCC3c4ccc(OO)cc4CCC3C1CCC2(C)O,0.9530355097365406
COOc1ccc2c(c1)CCC1C2CCC2(C)C1CCC2([O-])C#[PH]C,0.9529914529914529
COOc1ccc2c(c1)CCC1C2CCC2(C)C1CCC2(O)C#[PH]C,0.9529914529914529
CC#CC1([O-])CCC2C3CCc4cc(OOC)ccc4C3CCC21C,0.9529914529914529
C#CC1CC2C3CCc4cc(OC)ccc4C3CCC12C,0.9523809523809523
C#CC12CCC3c4ccc(C)cc4CCC3C1CCC2(C)[O-],0.9523809523809523
C#CC12CCC3c4ccc(C)cc4CCC3C1CCC2(C)O,0.9523809523809523
C#CC1([O-])OCCC2C3CCc4cc(C(C)=O)ccc4C3CCC21C,0.9523809523809523
C#CC1(O)OCCC2C3CCc4cc(C(C)=O)ccc4C3CCC21C,0.9523809523809523
COc1ccc2c(c1)CCC1C2CCC23C(C)C#CC2(O)CCC13,0.9517543859649122
C#CC1(O)CCC2C3CC(C)c4cc(OO)ccc4C3CCC21C,0.9517543859649122
C#CC1([O-])CC2C3CCc4cc(OC)ccc4C3CCC21S#C,0.9517241379310344
C#CC1([O-])CC2C3CCc4cc(OC)ccc4C3CCC21C#[SH],0.9517241379310344
C#CC1(O)CCCC2C3CCc4cc(OC)ccc4C3CCN21,0.9517241379310344
C#CC1([O-])CCC2C3CCc4cc(OCOC(C)=O)ccc4C3CCC21C,0.9512195121951219
C#CC1(O)CSCC2C3CCc4cc(OC)ccc4C3CCC21CO,0.9505783385909569
C#CC1(O)CSCC2C3CCc4cc(OC)ccc4C3CCC21CN,0.9505783385909569
C#COCc1ccc2c(c1)CCC1C2CCC2(C)C1CCC2(O)C#C,0.9505376344086021
C#CC1([O-])CCC2C3CCc4cc(COC#P)ccc4C3CCC21C,0.9505376344086021
C#CC1(O)CCC2C3CCc4cc(COC#[SH])ccc4C3CCC21C,0.9505376344086021
C#CC1(SO)CCC2C3CCc4cc(OC)ccc4C3CCC21Br,0.9504950495049505
C#CC1(OO)CCC2C3CCc4cc(OC)ccc4C3C[N-]C21C,0.9504950495049505
C#CC1(OO)CCC2C3CCc4cc(OC)ccc4C3CCC21F,0.9504950495049505
C#CC1(OO)CCC2C3CCC4=[SH]C(OC)=CC=C4C3CCC21C,0.9504950495049505
C#CC1(OC)CCC2C3CCc4cc(O[O-])ccc4C3CCC21C,0.9504950495049505
C#CC1(OC)CCC2C3CCc4cc(OO)ccc4C3CCC21C,0.9504950495049505
C#CC(C)(C)C1(CO)CCC2c3ccc(OC)cc3CCC2C1C,0.9504950495049505
C#CC1([O-])CCC2C3CCc4ccccc4C3CCC21C,0.9502487562189055
C#CC1(O)CCC2C3CCc4ccccc4C3CCC21C,0.9502487562189055
COc1ccc2c(c1)CCC1C2CCC2(C)C1CC2([O-])CN,0.9496402877697842
C#CCC12CCC3c4ccc(OC)cc4CCC3C1CC2[O-],0.9496402877697842
C#CCC1(CO)CCC2c3ccc(OC)cc3CCC2C1C,0.9496402877697842
C#CC1(S)CC2C3CCc4cc(OC)ccc4C3CCC21[O-],0.9496402877697842
C#CC1(S)CC2C3CCc4cc(OC)ccc4C3CCC21O,0.9496402877697842
C#COOc1ccc2c(c1)CCC1C2CCC2(C)C1CCCC2(O)C#C,0.9494324045407636
C#CC1([O-])CCCC2C3CCc4cc(OOCN)ccc4C3CCC21C,0.9494324045407636
C#CC1([O-])CCCC2C3CCc4cc(OC=NO)ccc4C3CCC21C,0.9494324045407636
C#CC1([O-])CCCC2C3CCc4cc(OC=CCl)ccc4C3CCC21C,0.9494324045407636
C#CC1(O)OCCC2C3CCc4cc(OSOC)ccc4C3CCC21C,0.9494324045407636
C#CC1(O)OCCC2C3CCc4cc(OOOC)ccc4C3CCC21C,0.9494324045407636
C#CC1(O)CCCC2C3CCc4cc(OSOP)ccc4C3CCC21C,0.9494324045407636
C#CC1(O)CCCC2C3CCc4cc(OOOO)ccc4C3CCC21C,0.9494324045407636
C#CC1(O)CCCC2C3CCc4cc(OOC=N)ccc4C3CCC21C,0.9494324045407636
C#CC1(O)CCCC2C3CCc4cc(OOC#N)ccc4C3CCC21C,0.9494324045407636
C#CC1(O)CCCC2C3CCc4cc(OC#CN)ccc4C3CCC21C,0.9494324045407636
COc1ccc2c(c1)CCC1C2CCC2(C)C1CC2([O-])[O-],0.9488139825218476
COc1ccc2c(c1)CCC1C2CCC2(C)C1CC2([O-])O,0.9488139825218476
COc1ccc2c(c1)CCC1C2CCC2(C)C1CC2(O)O,0.9488139825218476
COc1ccc2c(c1)CCC1C2CCC2(C)C1CC2(C)[O-],0.9488139825218476
COc1ccc2c(c1)CCC1C2CCC2(C)C1CC2(C)O,0.9488139825218476
C#[SH]=[SH]1(O)CCC2C3CCc4cc(OC)ccc4C3CCC21C,0.9484536082474226
C#SC1([O-])CCC2C3CCc4cc(OC)ccc4C3CCC21[O-],0.9484536082474226
C#SC1([O-])CCC2C3CCc4cc(OC)ccc4C3CCC21N,0.9484536082474226
C#SC1(O)CCC2C3CCc4cc(OC)ccc4C3CCC21O,0.9484536082474226
C#SC1(O)CCC2C3CCC4=CC(OC)=[SH]C=C4C3CCC21C,0.9484536082474226
C#CC1([O-])CCC2C3CCc4cc(SC)ccc4C3CCC21O,0.9484536082474226
C#CC1([O-])CCC2=C3CCc4cc(OC)ccc4C3CCC21C,0.9484536082474226
C#CC1(S)CNC2C3CCc4cc(OC)ccc4C3CCC21C,0.9484536082474226
C#CC1(S)CCC2C3CCc4cc(OC)ccc4C3CCC21S,0.9484536082474226
C#CC1(S)CCC2C3CCc4cc(OC)ccc4C3CCC21F,0.9484536082474226
C#CC1(P)CCC2C3CCc4cc(OC)ccc4C3CCC21S,0.9484536082474226
C#CC1(P)CCC2C3CCc4cc(OC)ccc4C3CCC21N,0.9484536082474226
C#CC1(O)SCC2C3CCc4cc(OC)ccc4C3CCC21O,0.9484536082474226
C#CC1(O)COC2C3CCc4cc(OC)ccc4C3CCC21Cl,0.9484536082474226
C#CC1(O)CCC2C3CCc4cc(NC)ccc4C3CCC21[O-],0.9484536082474226
C#CC1(O)CCC2C3CCc4cc(NC)ccc4C3CCC21O,0.9484536082474226
C#CC1(O)CCC2C3CCc4cc(CC)ccc4C3CCC21O,0.9484536082474226
C#CC1(O)CCC2C3CCC4=CC(OC)CC=C4C3CCC21C,0.9484536082474226
C#CC1(O)CCC2=C3CCc4cc(OC)ccc4C3CCC21C,0.9484536082474226
C#CC1(O)C=CC2C3CCc4cc(OC)ccc4C3CCC21C,0.9484536082474226
C#CC1(F)CCC2C3CCc4cc(OC)ccc4C3C[N-]C21C,0.9484536082474226
C#CC1(F)CCC2C3CCc4cc(OC)ccc4C3CCC21F,0.9484536082474226
C#CC1(Br)CCC2C3CCc4cc(OC)ccc4C3CCS21C,0.9484536082474226
C#CC1(Br)CCC2C3CCc4cc(OC)ccc4C3CCC21P,0.9484536082474226
C#CC1(O)CCC2C3CCc4cc(COC)ccc4C3CCC21O,0.9479512735326688
C#CC1(C)CCC2C3CCc4cc(OCO)ccc4C3CCC21O,0.9479512735326688
C#CC1(C)CCC2C3CCc4cc(OCO)ccc4C3CCC21C,0.9479512735326688
C#CS1([O-])CCC2C3CCc4cc(C)ccc4C3CCC21C,0.9476190476190476
C#CC1([O-])SCC2C3CCc4cc(C)ccc4C3CCC21C,0.9476190476190476
C#CC1([O-])CCN2C3CCc4cc(C)ccc4C3CCC21C,0.9476190476190476
C#CC1(O)CNC2C3CCc4cc(C)ccc4C3CCC21C,0.9476190476190476
C#CC1(O)CCC2[SH]3CCc4cc(C)ccc4C3CCC21C,0.9476190476190476
COc1ccc2c(c1)CCC1C2CCC2(OC)C1CCC2([O-])C#[SH],0.9473684210526315
COc1ccc2c(c1)CCC1C2CCC2(OC)C1CCC2([O-])C#[O+],0.9473684210526315
COc1ccc2c(c1)CCC1C2CCC2(OC)C1CCC2([O-])C#N,0.9473684210526315
COc1ccc2c(c1)CCC1C2CCC2(OC)C1CCC2(O)C#[SH],0.9473684210526315
COc1ccc2c(c1)CCC1C2CCC2(OC)C1CCC2(O)C#[O+],0.9473684210526315
