smiles,c11h24
CCCCC(F)C(C)CC(C)C,0.8464817248906141
CCCCC(F)C(C)(CC)CC,0.8464817248906141
CCCCC(F)C(C)(C)C(C)C,0.8464817248906141
CCCCC(Cl)CCC(C)(C)C,0.8464817248906141
CCCCC(Cl)CC(CC)CC,0.8464817248906141
CCCCC(Cl)CC(C)C(C)C,0.8464817248906141
CCCCC(Cl)C(C)CC(C)C,0.8464817248906141
CCCCC(Cl)C(C)C(C)(C)C,0.8464817248906141
CCCCC(COC(C)CC)OC,0.8464817248906141
CCCCC(CF)C(C)C(C)C,0.8464817248906141
CCCCC(CCSCC)COC,0.8464817248906141
CCCCC(CCCSCC)SC,0.8464817248906141
CCCCC(CCCC)C(C)Br,0.8464817248906141
CCCCC(CCC)CCC=P,0.8464817248906141
CCCCC(CCC)CCC=N,0.8464817248906141
CCCCC(CCC)CC(C)Cl,0.8464817248906141
CCCCC(CCC)C([O-])CC,0.8464817248906141
CCCCC(CCC)C(F)CC,0.8464817248906141
CCCCC(CCC)C(=N)CC,0.8464817248906141
CCCCC(CCC)=NCCC,0.8464817248906141
CCCCC(CC)CN=C(C)C,0.8464817248906141
CCCCC(CC)CCCSOC,0.8464817248906141
CCCCC(CC)CCCC[O-],0.8464817248906141
CCCCC(CC)CCCCF,0.8464817248906141
CCCCC(CC)CCCCBr,0.8464817248906141
CCCCC(CC)CCC(C)=N,0.8464817248906141
CCCCC(CC)CC(F)CC,0.8464817248906141
CCCCC(CC)CC(C)CCl,0.8464817248906141
CCCCC(CC)CC(C)C=N,0.8464817248906141
CCCCC(CC)C(CC)CBr,0.8464817248906141
CCCCC(CC)C(CC)=NC,0.8464817248906141
CCCCC(CC)C(C)(C)CF,0.8464817248906141
CCCCC(CC)C(=N)CCC,0.8464817248906141
CCCCC(CC)=NC(C)CC,0.8464817248906141
CCCCC(CC)(CC)C(C)Cl,0.8464817248906141
CCCCC(CC)(CBr)CCC,0.8464817248906141
CCCCC(CC(C)Cl)C(C)C,0.8464817248906141
CCCCC(CC(C)CCC)N=P,0.8464817248906141
CCCCC(C=[O+]CC)CCC,0.8464817248906141
CCCCC(C=PC(C)C)CC,0.8464817248906141
CCCCC(C=N)C(C)CCC,0.8464817248906141
CCCCC(C)N=CCC(C)C,0.8464817248906141
CCCCC(C)CSCCOCC,0.8464817248906141
CCCCC(C)CSC(C)(C)CS,0.8464817248906141
CCCCC(C)CS(C)(C)C,0.8464817248906141
CCCCC(C)CN=CC(C)C,0.8464817248906141
CCCCC(C)CN1CCCC1,0.8464817248906141
CCCCC(C)CC[SH](C)C,0.8464817248906141
CCCCC(C)CCN=C(C)C,0.8464817248906141
CCCCC(C)CCCOCOC,0.8464817248906141
CCCCC(C)CCCCCI,0.8464817248906141
CCCCC(C)CCCC=NC,0.8464817248906141
CCCCC(C)CCC(F)CC,0.8464817248906141
CCCCC(C)CCC(C)CF,0.8464817248906141
CCCCC(C)CCC(C)=NC,0.8464817248906141
CCCCC(C)CCC(C)(C)Br,0.8464817248906141
CCCCC(C)CC=NC(C)C,0.8464817248906141
CCCCC(C)CC(Cl)C(C)C,0.8464817248906141
CCCCC(C)CC(C)CCCl,0.8464817248906141
CCCCC(C)CC(C)C=NC,0.8464817248906141
CCCCC(C)CC(C)C(C)F,0.8464817248906141
CCCCC(C)CC(C)=NCC,0.8464817248906141
CCCCC(C)CC(C)(C)C=N,0.8464817248906141
CCCCC(C)CC(Br)C(C)C,0.8464817248906141
CCCCC(C)CC(=N)C(C)C,0.8464817248906141
CCCCC(C)C1CCCNC1,0.8464817248906141
CCCCC(C)C(F)CCCC,0.8464817248906141
CCCCC(C)C(F)CC(C)C,0.8464817248906141
CCCCC(C)C(Cl)C(C)(C)C,0.8464817248906141
CCCCC(C)C(CC)CCCl,0.8464817248906141
CCCCC(C)C(CC)CC=N,0.8464817248906141
CCCCC(C)C(CC)C(C)Br,0.8464817248906141
CCCCC(C)C(CC)=[O+]CC,0.8464817248906141
CCCCC(C)C(CC)=NCC,0.8464817248906141
CCCCC(C)C(C)CCCBr,0.8464817248906141
CCCCC(C)C(C)CC(C)Br,0.8464817248906141
CCCCC(C)C(C)C(=N)CC,0.8464817248906141
CCCCC(C)C(C)(F)C(C)C,0.8464817248906141
CCCCC(C)C(C)(CC)CF,0.8464817248906141
CCCCC(C)C(C)(CC)CBr,0.8464817248906141
CCCCC(C)C(C)(C)CC=N,0.8464817248906141
CCCCC(C)C(C)(C)C(C)F,0.8464817248906141
CCCCC(C)C(C#[PH]C)CC,0.8464817248906141
CCCCC(C)C(Br)CC(C)C,0.8464817248906141
CCCCC(C)C(Br)C(C)(C)C,0.8464817248906141
CCCCC(C)C#[PH]C(C)(C)C,0.8464817248906141
CCCCC(C)=PCCC(C)C,0.8464817248906141
CCCCC(C)=PC(C)CCC,0.8464817248906141
CCCCC(C)=NCC(C)CC,0.8464817248906141
CCCCC(C)(Cl)CC(C)CC,0.8464817248906141
CCCCC(C)(C[O-])CC(C)C,0.8464817248906141
CCCCC(C)(CCl)CC(C)C,0.8464817248906141
CCCCC(C)(CCC)CCCl,0.8464817248906141
CCCCC(C)(CCBr)C(C)C,0.8464817248906141
CCCCC(C)(CC)CCC=N,0.8464817248906141
CCCCC(C)(CC)CC=NC,0.8464817248906141
CCCCC(C)(CC)C(S)CCO,0.8464817248906141
CCCCC(C)(CC)C(C)CBr,0.8464817248906141
CCCCC(C)(CC)C(C)(C)Br,0.8464817248906141
CCCCC(C)(CBr)CC(C)C,0.8464817248906141
CCCCC(C)(C=NCC)CC,0.8464817248906141
CCCCC(C)(C=N)CC(C)C,0.8464817248906141
CCCCC(C)(C)CCCC=N,0.8464817248906141
CCCCC(C)(C)CCC(C)Cl,0.8464817248906141
CCCCC(C)(C)CC=NCC,0.8464817248906141
CCCCC(C)(C)C(C)(C)C[O-],0.8464817248906141
CCCCC(C)(C)C(C)(C)CCl,0.8464817248906141
CCCCC(C)(C(C)C)C(C)Cl,0.8464817248906141
CCCCC(C)(C(C)=N)C(C)C,0.8464817248906141
CCCCC(C(C)C)C(F)CC,0.8464817248906141
CCCCC(C#[PH]CC)CCC,0.8464817248906141
CCCCC(Br)CCC(C)CC,0.8464817248906141
CCCCC(Br)CC(CC)CC,0.8464817248906141
CCCCC(Br)CC(C)(C)CC,0.8464817248906141
CCCCC(Br)C(CC)CCC,0.8464817248906141
CCCCC(Br)C(CC)C(C)C,0.8464817248906141
CCCCC(=NCC)C(C)CC,0.8464817248906141
CCCCC(=N)CCCC(C)C,0.8464817248906141
CCCCC(=N)CCC(C)(C)C,0.8464817248906141
CCCCC(=N)CC(C)CCC,0.8464817248906141
CCCCC(=N)CC(C)C(C)C,0.8464817248906141
CCCCC(=N)C(CC)CCC,0.8464817248906141
CCCCC(=N)C(C)CCCC,0.8464817248906141
CCCCC#[PH]CCCC(C)C,0.8464817248906141
CCCC=[SH]SCCCC(C)(C)C,0.8464817248906141
CCCC=[O+]CCCCCCC,0.8464817248906141
CCCC=[O+]CCCC(C)CC,0.8464817248906141
CCCC=[O+]CCC(C)CCC,0.8464817248906141
CCCC=PCNCCCCCC,0.8464817248906141
CCCC=PCCCCC(C)C,0.8464817248906141
CCCC=PCCCC(C)CC,0.8464817248906141
CCCC=NCCCCCCC,0.8464817248906141
CCCC=NCCCCC(C)C,0.8464817248906141
CCCC=NCCCC(C)CC,0.8464817248906141
CCCC=NCCCC(C)(C)C,0.8464817248906141
CCCC=NCCC(C)CCC,0.8464817248906141
CCCC=NCCC(C)C(C)C,0.8464817248906141
CCCC=NCCC(C)(C)CC,0.8464817248906141
CCCC=NCC(CC)CCC,0.8464817248906141
CCCC=NCC(C)CCCC,0.8464817248906141
CCCC=NC(CCC)C(C)C,0.8464817248906141
CCCC=NC(CC)CCCC,0.8464817248906141
CCCC=NC(C)CC(C)(C)C,0.8464817248906141
CCCC=CCNCCC(C)C,0.8464817248906141
CCCC=CCN(C)C(C)CC,0.8464817248906141
CCCC=CCCCCC(C)P,0.8464817248906141
CCCC=CCCC(C)(C)NC,0.8464817248906141
CCCC1CCCC1(C)CNC,0.8464817248906141
CCCC1C(CC)CCCP1C,0.8464817248906141
CCCC1(C(N)CC)CC1CC,0.8464817248906141
CCCC([O-])CCC(C)(C)CC,0.8464817248906141
CCCC(S)CCCCCC[N-]C,0.8464817248906141
CCCC(O)SCC(C)C(C)CC,0.8464817248906141
CCCC(O)CCSCC(C)(C)C,0.8464817248906141
CCCC(O)CC(CC)SC(C)C,0.8464817248906141
CCCC(O)C(CC)CCCSC,0.8464817248906141
CCCC(F)CCCC(C)CC,0.8464817248906141
CCCC(F)CCC(CC)CC,0.8464817248906141
CCCC(F)CCC(C)C(C)C,0.8464817248906141
CCCC(F)CCC(C)(C)CC,0.8464817248906141
CCCC(F)CC(CC)CCC,0.8464817248906141
CCCC(F)C(C)C(CC)CC,0.8464817248906141
CCCC(F)(CC)CCC(C)C,0.8464817248906141
CCCC(Cl)CCCC(C)CC,0.8464817248906141
CCCC(Cl)CCCC(C)(C)C,0.8464817248906141
CCCC(Cl)CCC(C)C(C)C,0.8464817248906141
CCCC(Cl)CCC(C)(C)CC,0.8464817248906141
CCCC(Cl)CC(C)CC(C)C,0.8464817248906141
CCCC(Cl)CC(C)C(C)(C)C,0.8464817248906141
CCCC(Cl)CC(C)(C)C(C)C,0.8464817248906141
CCCC(Cl)(CC)CC(C)CC,0.8464817248906141
CCCC(CN)C1C(C)CC1C,0.8464817248906141
CCCC(CI)CCCC(C)C,0.8464817248906141
CCCC(CF)CCC(C)(C)C,0.8464817248906141
CCCC(CCl)CCCC(C)C,0.8464817248906141
CCCC(CCI)CC(C)CC,0.8464817248906141
CCCC(CCCF)CC(C)C,0.8464817248906141
CCCC(CCCF)C(C)CC,0.8464817248906141
CCCC(CCCCCC[O-])NC,0.8464817248906141
CCCC(CCCBr)CC(C)C,0.8464817248906141
CCCC(CCC=N)CC(C)C,0.8464817248906141
CCCC(CCC)C[SH](C)C,0.8464817248906141
CCCC(CCC)COCOCC,0.8464817248906141
CCCC(CCC)CCNCC[O-],0.8464817248906141
CCCC(CCC)CCCCF,0.8464817248906141
CCCC(CCC)CCCC=N,0.8464817248906141
CCCC(CCC)CC(F)CC,0.8464817248906141
CCCC(CCC)CC(C)CF,0.8464817248906141
CCCC(CCC)CC(C)CCl,0.8464817248906141
CCCC(CCC)C(C)CCI,0.8464817248906141
CCCC(CCC)=[SH](C)(C)C,0.8464817248906141
CCCC(CCC(C)=N)C(C)C,0.8464817248906141
CCCC(CCBr)CCC(C)C,0.8464817248906141
CCCC(CCBr)CC(C)CC,0.8464817248906141
CCCC(CC=NCC)CCC,0.8464817248906141
CCCC(CC=NC)C(C)CC,0.8464817248906141
CCCC(CC)SCC(C)COC,0.8464817248906141
CCCC(CC)C[SH](C)CC,0.8464817248906141
CCCC(CC)CCSC(C)SC,0.8464817248906141
CCCC(CC)CCC[N-]COC,0.8464817248906141
CCCC(CC)CCCCCF,0.8464817248906141
CCCC(CC)CCCCCCl,0.8464817248906141
CCCC(CC)CCCC=NC,0.8464817248906141
CCCC(CC)CCC(C)CCl,0.8464817248906141
CCCC(CC)CCC(C)C=P,0.8464817248906141
CCCC(CC)CCC(=N)CC,0.8464817248906141
CCCC(CC)CC(CC)=NC,0.8464817248906141
CCCC(CC)CC(C)C(C)F,0.8464817248906141
CCCC(CC)CC(C)(CS)OC,0.8464817248906141
CCCC(CC)CC(C)(C)CF,0.8464817248906141
CCCC(CC)CC(C)(C)CBr,0.8464817248906141
CCCC(CC)CC(C)(C)C=N,0.8464817248906141
CCCC(CC)C(C)C(C)CCl,0.8464817248906141
CCCC(CC)=[O+]C(C)(C)CC,0.8464817248906141
CCCC(CC)=PCCC(C)C,0.8464817248906141
CCCC(CC)=NCCC(C)C,0.8464817248906141
CCCC(CC(OC)SC)C(C)C,0.8464817248906141
CCCC(CC(F)CC)C(C)C,0.8464817248906141
CCCC(CC(CC)CC)SOC,0.8464817248906141
CCCC(CC(CC)CC)OOC,0.8464817248906141
CCCC(CC(CC)CC)=NC,0.8464817248906141
CCCC(CC(C)CF)C(C)C,0.8464817248906141
CCCC(CC(C)CCC)=NC,0.8464817248906141
CCCC(CC(C)CC)=NCC,0.8464817248906141
CCCC(CC(C)CBr)C(C)C,0.8464817248906141
CCCC(CC(C)C)C(C)C=P,0.8464817248906141
CCCC(CC(C)C)=[O+]C(C)C,0.8464817248906141
CCCC(CC(C)=N)C(C)CC,0.8464817248906141
CCCC(CBr)CCCC(C)C,0.8464817248906141
CCCC(C=[SH](C)(C)C)CC,0.8464817248906141
CCCC(C=P)CCC(C)(C)C,0.8464817248906141
CCCC(C=NCC)C(C)(C)C,0.8464817248906141
CCCC(C=NC)CCC(C)C,0.8464817248906141
CCCC(C=N)CCCC(C)C,0.8464817248906141
CCCC(C=N)CCC(C)(C)C,0.8464817248906141
CCCC(C=CN)C(C)C(C)C,0.8464817248906141
CCCC(C)N=CCC(C)CC,0.8464817248906141
CCCC(C)C[SH](CC)CC,0.8464817248906141
CCCC(C)C[S+]([O-])CCC(C)C,0.8464817248906141
CCCC(C)CSCC(C)COC,0.8464817248906141
CCCC(C)CNC(C)(C=N)CC,0.8464817248906141
CCCC(C)CN=CC(C)(C)C,0.8464817248906141
CCCC(C)CCCOCCSC,0.8464817248906141
CCCC(C)CCCOC(C)OC,0.8464817248906141
CCCC(C)CCCCC(N)C[O-],0.8464817248906141
CCCC(C)CCCCC(C)F,0.8464817248906141
CCCC(C)CCCCC(C)=N,0.8464817248906141
CCCC(C)CCCC(F)CC,0.8464817248906141
CCCC(C)CCCC(Cl)CC,0.8464817248906141
CCCC(C)CCCC(Br)CC,0.8464817248906141
CCCC(C)CCCC(=N)CC,0.8464817248906141
CCCC(C)CCC(O)C(C)OC,0.8464817248906141
CCCC(C)CCC(Cl)CCC,0.8464817248906141
CCCC(C)CCC(Cl)C(C)C,0.8464817248906141
CCCC(C)CCC(CC)CCl,0.8464817248906141
CCCC(C)CCC(C=N)CC,0.8464817248906141
CCCC(C)CCC(C)SCSC,0.8464817248906141
CCCC(C)CCC(C)CCBr,0.8464817248906141
CCCC(C)CCC(C)C=[O+]C,0.8464817248906141
CCCC(C)CCC(C)C(C)Cl,0.8464817248906141
CCCC(C)CCC(C)(C)CCl,0.8464817248906141
CCCC(C)CCC(C)(C)C=N,0.8464817248906141
CCCC(C)CCC(Br)CCC,0.8464817248906141
CCCC(C)CC(CS)C(C)OC,0.8464817248906141
CCCC(C)CC(CF)C(C)C,0.8464817248906141
CCCC(C)CC(CCl)C(C)C,0.8464817248906141
CCCC(C)CC(CCS)COC,0.8464817248906141
CCCC(C)CC(CC)CCI,0.8464817248906141
CCCC(C)CC(CC)CCCl,0.8464817248906141
CCCC(C)CC(CC)CC=P,0.8464817248906141
CCCC(C)CC(CC)CC=N,0.8464817248906141
CCCC(C)CC(CC)=[SH]COC,0.8464817248906141
CCCC(C)CC(CC)=NCC,0.8464817248906141
CCCC(C)CC(C=P)CCC,0.8464817248906141
CCCC(C)CC(C=NC)CC,0.8464817248906141
CCCC(C)CC(C)[SH](C)C,0.8464817248906141
CCCC(C)CC(C)OCSCC,0.8464817248906141
CCCC(C)CC(C)OCCOC,0.8464817248906141
CCCC(C)CC(C)CCCF,0.8464817248906141
CCCC(C)CC(C)CC(C)Cl,0.8464817248906141
CCCC(C)CC(C)CC(C)Br,0.8464817248906141
CCCC(C)CC(C)CC(C)=N,0.8464817248906141
CCCC(C)CC(C)C=[O+]CC,0.8464817248906141
CCCC(C)CC(C)C(C)=NC,0.8464817248906141
CCCC(C)CC(C)C#[PH]CC,0.8464817248906141
CCCC(C)CC(C)C#P(C)C,0.8464817248906141
CCCC(C)CC(C)=NC(C)C,0.8464817248906141
CCCC(C)CC(C)(Cl)C(C)C,0.8464817248906141
CCCC(C)CC(C)(C)CCCl,0.8464817248906141
CCCC(C)CC(Br)CC(C)C,0.8464817248906141
CCCC(C)CC(=NC)C(C)C,0.8464817248906141
CCCC(C)CC(=N)C(C)CC,0.8464817248906141
CCCC(C)C=NC(C)CCC,0.8464817248906141
CCCC(C)C=NC(C)C(C)C,0.8464817248906141
CCCC(C)C(CF)CC(C)C,0.8464817248906141
CCCC(C)C(C)CC(C)CCl,0.8464817248906141
CCCC(C)C(C)C=PC(C)C,0.8464817248906141
CCCC(C)C(C)C(C)=NCC,0.8464817248906141
CCCC(C)C(C)C(C)(F)CC,0.8464817248906141
CCCC(C)C(C)C(C)(C)CBr,0.8464817248906141
CCCC(C)C(C)(CC)CCCl,0.8464817248906141
CCCC(C)C(C)(CC)C(C)Cl,0.8464817248906141
CCCC(C)C(C)(C=N)C(C)C,0.8464817248906141
CCCC(C)C(C)(C)C(C)CBr,0.8464817248906141
CCCC(C)C(Br)C(C)CCC,0.8464817248906141
CCCC(C)C(=N)C(C)C(C)C,0.8464817248906141
CCCC(C)C#[PH]C(CC)CC,0.8464817248906141
CCCC(C)=PCCC(C)(C)C,0.8464817248906141
CCCC(C)=PC(C)(C)CCC,0.8464817248906141
CCCC(C)=NCCC(C)CC,0.8464817248906141
CCCC(C)=NC(C)C(C)CC,0.8464817248906141
CCCC(C)=NC(C)C(C)(C)C,0.8464817248906141
CCCC(C)(O)C(C)(CC)COC,0.8464817248906141
CCCC(C)(CCC)CC(C)=N,0.8464817248906141
CCCC(C)(CC=C(C)C)NC,0.8464817248906141
CCCC(C)(CC)CCC(C)F,0.8464817248906141
CCCC(C)(CC)CCC(C)=N,0.8464817248906141
CCCC(C)(CC)C(C)CCF,0.8464817248906141
CCCC(C)(CC(C)(S)CC)OC,0.8464817248906141
CCCC(C)(CBr)C(CC)CC,0.8464817248906141
CCCC(C)(C=[O+]CC)CCC,0.8464817248906141
CCCC(C)(C=N)CC(C)CC,0.8464817248906141
CCCC(C)(C)N=CCC(C)C,0.8464817248906141
CCCC(C)(C)CCCCCBr,0.8464817248906141
CCCC(C)(C)CCCCC=N,0.8464817248906141
CCCC(C)(C)CCCC=NC,0.8464817248906141
CCCC(C)(C)CCCC(C)Cl,0.8464817248906141
CCCC(C)(C)CCC(F)CC,0.8464817248906141
CCCC(C)(C)CCC(C)CCl,0.8464817248906141
CCCC(C)(C)CCC(C)=[O+]C,0.8464817248906141
CCCC(C)(C)CC(S)CCCS,0.8464817248906141
CCCC(C)(C)CC(S)CCCO,0.8464817248906141
CCCC(C)(C)CC(CC)CBr,0.8464817248906141
CCCC(C)(C)C(F)CC(C)C,0.8464817248906141
CCCC(C)(C)C(CC)CC=P,0.8464817248906141
CCCC(C)(C)C(C=N)C(C)C,0.8464817248906141
CCCC(C)(C)C(=N)CC(C)C,0.8464817248906141
CCCC(C(C)CC)C(F)CC,0.8464817248906141
CCCC(C(C)C)C(C)(Cl)CC,0.8464817248906141
CCCC(Br)CCCCC(C)C,0.8464817248906141
CCCC(Br)CCCC(C)CC,0.8464817248906141
CCCC(Br)CCC(CC)CC,0.8464817248906141
CCCC(Br)CCC(C)C(C)C,0.8464817248906141
CCCC(Br)CCC(C)(C)CC,0.8464817248906141
CCCC(Br)CC(CC)CCC,0.8464817248906141
CCCC(Br)CC(C)(C)CCC,0.8464817248906141
CCCC(Br)C(CC)C(C)CC,0.8464817248906141
CCCC(Br)C(C)CCC(C)C,0.8464817248906141
CCCC(=N)CCCCC(C)C,0.8464817248906141
CCCC(=N)CCCC(C)CC,0.8464817248906141
CCCC(=N)CCC(CC)CC,0.8464817248906141
CCCC(=N)CCC(C)C(C)C,0.8464817248906141
CCCC(=N)C(C)CC(C)(C)C,0.8464817248906141
CCCC(=N)C(C)C(C)CCC,0.8464817248906141
CCCC(=N)C(C)(CC)CCC,0.8464817248906141
CCCC#[PH]CCCCCCC,0.8464817248906141
CCCC#[PH]CCCC(C)(C)C,0.8464817248906141
CCCC#[PH]CCC(CC)CC,0.8464817248906141
CCCC#P(CC)CC(C)CC,0.8464817248906141
CCCC#P(C)CCC(C)CC,0.8464817248906141
CCC=[O+]CCCC(CC)CC,0.8464817248906141
CCC=[O+]CC(CCC)C(C)C,0.8464817248906141
CCC=[O+]CC(C)CCC(C)C,0.8464817248906141
CCC=[O+]C(C)CC(CC)CC,0.8464817248906141
CCC=[O+]C(C)CC(C)C(C)C,0.8464817248906141
CCC=PCCCCCCCC,0.8464817248906141
CCC=PCCCCCC(C)C,0.8464817248906141
CCC=PCCCCC(C)CC,0.8464817248906141
CCC=PCCC(C)CCCC,0.8464817248906141
CCC=PCC(C)C(C)C(C)C,0.8464817248906141
CCC=PC(CC)CC(C)(C)C,0.8464817248906141
CCC=NCCCCCCCC,0.8464817248906141
CCC=NCCCCC(C)CC,0.8464817248906141
CCC=NCCCCC(C)(C)C,0.8464817248906141
CCC=NCCCC(CC)CC,0.8464817248906141
CCC=NCCCC(C)C(C)C,0.8464817248906141
CCC=NCCCC(C)(C)CC,0.8464817248906141
CCC=NCCC(CC)CCC,0.8464817248906141
CCC=NCCC(C)CCCC,0.8464817248906141
CCC=NCCC(C)CC(C)C,0.8464817248906141
CCC=NCCC(C)C(C)(C)C,0.8464817248906141
CCC=NCC(C)CCCCC,0.8464817248906141
CCC=NCC(C)CCC(C)C,0.8464817248906141
CCC=NCC(C)CC(C)(C)C,0.8464817248906141
CCC=NCC(C)(CC)CCC,0.8464817248906141
CCC=NCC(C)(C)CCCC,0.8464817248906141
CCC=NC(CCC)CCCC,0.8464817248906141
CCC=NC(C)CCCCCC,0.8464817248906141
CCC=NC(C)(CC)CCCC,0.8464817248906141
CCC=CCNCCC(C)CC,0.8464817248906141
CCC=CCCC(CC)N(C)C,0.8464817248906141
CCC=C(C)CCCCCCN,0.8464817248906141
CCC=C(C)C(C)(N)C(C)CC,0.8464817248906141
CCC1CNC(C)(C)CCN(C)C1,0.8464817248906141
CCC1(C)CCCC1C(C)CN,0.8464817248906141
CCC(S)CCCCCCC[N-]C,0.8464817248906141
CCC(S)CCCCC(C)(S)CC,0.8464817248906141
CCC(P)CCCCCCCCF,0.8464817248906141
CCC(OC)OCC(C)C(C)CC,0.8464817248906141
CCC(O)CCCCC(C)COC,0.8464817248906141
CCC(O)CCC(C)C(CC)OC,0.8464817248906141
CCC(N)(F)CCCCCC(C)C,0.8464817248906141
CCC(I)CCCCCC(C)C,0.8464817248906141
CCC(F)CCCCC(C)(C)C,0.8464817248906141
CCC(F)CCCC(C)C(C)C,0.8464817248906141
CCC(F)CCC(C)C(C)CC,0.8464817248906141
CCC(F)CCC(C)(CC)CC,0.8464817248906141
CCC(F)CCC(C)(C)C(C)C,0.8464817248906141
CCC(F)CC(CC)C(C)CC,0.8464817248906141
CCC(F)C(CC)C(C)C(C)C,0.8464817248906141
CCC(Cl)CCCCCC(C)C,0.8464817248906141
CCC(Cl)CCCCC(C)(C)C,0.8464817248906141
CCC(Cl)CCC(C)(CC)CC,0.8464817248906141
CCC(Cl)C(CC)C(C)(C)CC,0.8464817248906141
CCC(Cl)(CC(C)(C)C)C(C)C,0.8464817248906141
CCC(CSCC(C)S)CC(C)C,0.8464817248906141
CCC(CS)CCCCCCCO,0.8464817248906141
CCC(COC)CC(OC)C(C)C,0.8464817248906141
CCC(CO)C(C)CCCCCO,0.8464817248906141
CCC(CI)CCCCC(C)C,0.8464817248906141
CCC(CF)CCCCC(C)C,0.8464817248906141
CCC(CCS)CCCC(C)OC,0.8464817248906141
CCC(CCOCC(C)(C)C)[N-]C,0.8464817248906141
CCC(CCCl)CC(C)C(C)C,0.8464817248906141
CCC(CCCCCl)CC(C)C,0.8464817248906141
CCC(CCCCCCSC)OC,0.8464817248906141
CCC(CCCCCCS)COC,0.8464817248906141
CCC(CCCCC1CC1)NC,0.8464817248906141
CCC(CCCCC(C)C)S(C)=O,0.8464817248906141
CCC(CCCCC(C)C)=NC,0.8464817248906141
CCC(CCCC(C)Br)C(C)C,0.8464817248906141
CCC(CCCC(C)=N)C(C)C,0.8464817248906141
CCC(CCC=NC)CC(C)C,0.8464817248906141
CCC(CCC(C)C)CC(C)Cl,0.8464817248906141
CCC(CCC(C)(C)CC)=NC,0.8464817248906141
CCC(CCC(C)(C)C)SCCO,0.8464817248906141
CCC(CC)SCCCCCCO,0.8464817248906141
CCC(CC)COSCCC(C)C,0.8464817248906141
CCC(CC)COCCC(C)=[SH]C,0.8464817248906141
CCC(CC)CNC(C)(C=N)CC,0.8464817248906141
CCC(CC)CCC[SH](C)C,0.8464817248906141
CCC(CC)CCCSC(C)SC,0.8464817248906141
CCC(CC)CCCOCCCO,0.8464817248906141
CCC(CC)CCCOC(C)SC,0.8464817248906141
CCC(CC)CCCN=C(C)C,0.8464817248906141
CCC(CC)CCCCCC[O-],0.8464817248906141
CCC(CC)CCCCCCI,0.8464817248906141
CCC(CC)CCCCCCCl,0.8464817248906141
CCC(CC)CCCCCCBr,0.8464817248906141
CCC(CC)CCCCC=NC,0.8464817248906141
CCC(CC)CCCCC(C)F,0.8464817248906141
CCC(CC)CCCCC(C)Cl,0.8464817248906141
CCC(CC)CCCCC(C)Br,0.8464817248906141
CCC(CC)CCCCC(C)=N,0.8464817248906141
CCC(CC)CCCC(C)SOC,0.8464817248906141
CCC(CC)CCCC(C)CBr,0.8464817248906141
CCC(CC)CCCC(C)C=N,0.8464817248906141
CCC(CC)CCCC(C)=PC,0.8464817248906141
CCC(CC)CCC(CC)CI,0.8464817248906141
CCC(CC)CCC(C)C(C)Cl,0.8464817248906141
CCC(CC)CCC(C)(C)C=N,0.8464817248906141
CCC(CC)CCC(Br)C(C)C,0.8464817248906141
CCC(CC)CCC(=N)C(C)C,0.8464817248906141
CCC(CC)CC(OOC)C(C)C,0.8464817248906141
CCC(CC)CC(F)CC(C)C,0.8464817248906141
CCC(CC)CC(Cl)C(C)(C)C,0.8464817248906141
CCC(CC)CC(CCOC)SC,0.8464817248906141
CCC(CC)CC(CBr)C(C)C,0.8464817248906141
CCC(CC)CC(C)CCOOC,0.8464817248906141
CCC(CC)CC(C)CCCF,0.8464817248906141
CCC(CC)CC(C)C(C)CBr,0.8464817248906141
CCC(CC)CC(=N)CC(C)C,0.8464817248906141
CCC(CC)C(F)C(C)(C)CC,0.8464817248906141
CCC(CC)C(C)CCCCCl,0.8464817248906141
CCC(CC)C(C)=[O+]CC(C)C,0.8464817248906141
CCC(CC)C(C)(C)CCCI,0.8464817248906141
CCC(CC(C)F)CC(C)(C)C,0.8464817248906141
CCC(CC(C)CCO)C(C)OC,0.8464817248906141
CCC(CC(C)CC=N)C(C)C,0.8464817248906141
CCC(CC(C)C)C(C)CCBr,0.8464817248906141
CCC(CC(C)C(C)C)C(C)Br,0.8464817248906141
CCC(CC(C)(C)C)C(C)CCl,0.8464817248906141
CCC(C)[PH]1=CCCCCCC1,0.8464817248906141
CCC(C)[O+]=CCN(C)C(C)CC,0.8464817248906141
CCC(C)SCCC(C)SC(C)C,0.8464817248906141
CCC(C)N=CC(C)CC(C)C,0.8464817248906141
CCC(C)CSCCC(CC)OC,0.8464817248906141
CCC(C)COC(C=[SH]C)C(C)C,0.8464817248906141
CCC(C)CN=C(C)C(C)CC,0.8464817248906141
CCC(C)CC[SH]=CCCCCS,0.8464817248906141
CCC(C)CCSOCCC(C)C,0.8464817248906141
CCC(C)CCSCSCC(C)C,0.8464817248906141
CCC(C)CCSCCCCOC,0.8464817248906141
CCC(C)CCC[SH](C)CC,0.8464817248906141
CCC(C)CCCSCCCOC,0.8464817248906141
CCC(C)CCCSCCCCO,0.8464817248906141
CCC(C)CCCN1CCCC1,0.8464817248906141
CCC(C)CCCCOCCSC,0.8464817248906141
CCC(C)CCCCOC(C)CO,0.8464817248906141
CCC(C)CCCCCOCOC,0.8464817248906141
CCC(C)CCCCCOCCO,0.8464817248906141
CCC(C)CCCCCC[N-]OC,0.8464817248906141
