smiles,deco-hop
Cc1ccc(Nc2ncnc3cc(O[NH-])c(S(=S)CCC(C)[NH-])cc23)cc1C=N[N-]CCCl,1.0
Cc1ccc(Nc2ncnc3cc(O[NH-])c(S(=S)CCC(C)[NH-])cc23)cc1C=N[N-]CCC[NH-],1.0
Cc1ccc(Nc2ncnc3cc(O[NH-])c(S(=S)CCC(C)[NH-])cc23)cc1C=N[N-]CCCCl,1.0
Cc1ccc(Nc2ncnc3cc(O[NH-])c(S(=S)CCC(C)[NH-])cc23)cc1C=N[N-]CCCBr,1.0
Cc1ccc(Nc2ncnc3cc(O[NH-])c(S(=S)CCC(C)[NH-])cc23)cc1C=N[N-]CC=CCl,1.0
Cc1ccc(Nc2ncnc3cc(O[NH-])c(S(=S)CCC(C)[NH-])cc23)cc1C=N[N-]CC1([NH-])CC(C)([N-]C(Cl)([N-]CC(C)[NH-])C(C)([NH-])[N-][N-]C(C)(Cl)C(C)Br)[N-][N-][N-]1,1.0
Cc1ccc(Nc2ncnc3cc(O[NH-])c(S(=S)CCC(C)[NH-])cc23)cc1C=N[N-]CC(C)Br,1.0
Cc1ccc(Nc2ncnc3cc(O[NH-])c(S(=S)CCC(C)[NH-])cc23)cc1C=N[N-]CC#CCl,1.0
Cc1ccc(Nc2ncnc3cc(O[NH-])c(S(=S)CCC(C)[NH-])cc23)cc1C=N[N-]C=C[NH-],1.0
Cc1ccc(Nc2ncnc3cc(O[NH-])c(S(=S)CCC(C)[NH-])cc23)cc1C=N[N-]C=C[N-]Cl,1.0
Cc1ccc(Nc2ncnc3cc(O[NH-])c(S(=S)CCC(C)[NH-])cc23)cc1C=N[N-]C1([NH-])CC(Cl)(Br)C(C)(CCCCl)[N-][N-]1,1.0
Cc1ccc(Nc2ncnc3cc(O[NH-])c(S(=S)CCC(C)[NH-])cc23)cc1C=N[N-]C([NH-])[N-]CCC[NH-],1.0
Cc1ccc(Nc2ncnc3cc(O[NH-])c(S(=S)CCC(C)[NH-])cc23)cc1C=N[N-]C([NH-])[N-]CCC[N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][NH-],1.0
Cc1ccc(Nc2ncnc3cc(O[NH-])c(S(=S)CCC(C)[NH-])cc23)cc1C=N[N-]C(C)[N-][N-]Cl,1.0
Cc1ccc(Nc2ncnc3cc(O[NH-])c(S(=S)CCC(C)[NH-])cc23)cc1C=N[N-]C(C)Cl,1.0
Cc1ccc(Nc2ncnc3cc(O[NH-])c(S(=S)CCC(C)[NH-])cc23)cc1C=N[N-]C(C)C[N-][N-]C(C)[NH-],1.0
Cc1ccc(Nc2ncnc3cc(O[NH-])c(S(=S)CCC(C)[NH-])cc23)cc1C=N[N-]C(C)C,1.0
Cc1ccc(Nc2ncnc3cc(O[NH-])c(S(=S)CCC(C)[NH-])cc23)cc1C=N[N-]C(C)Br,1.0
Cc1ccc(Nc2ncnc3cc(O[NH-])c(S(=S)CCC(C)[NH-])cc23)cc1C=NS[N-][N-]C[N-]C[NH-],1.0
Cc1ccc(Nc2ncnc3cc(O[NH-])c(S(=S)CCC(C)[NH-])cc23)cc1C=NS[N-][N-]C[N-]CC(C)[NH-],1.0
Cc1ccc(Nc2ncnc3cc(O[NH-])c(S(=S)CCC(C)[NH-])cc23)cc1C=NO[NH-],1.0
Cc1ccc(Nc2ncnc3cc(O[NH-])c(S(=S)CCC(C)[NH-])cc23)cc1C=NO[N-][N-][NH-],1.0
Cc1ccc(Nc2ncnc3cc(O[NH-])c(S(=S)CCC(C)[NH-])cc23)cc1C=NOCC[NH-],1.0
Cc1ccc(Nc2ncnc3cc(O[NH-])c(S(=S)CCC(C)[NH-])cc23)cc1C=NF,1.0
Cc1ccc(Nc2ncnc3cc(O[NH-])c(S(=S)CCC(C)[NH-])cc23)cc1C=NCl,1.0
Cc1ccc(Nc2ncnc3cc(O[NH-])c(S(=S)CCC(C)[NH-])cc23)cc1C=NC[NH-],1.0
Cc1ccc(Nc2ncnc3cc(O[NH-])c(S(=S)CCC(C)[NH-])cc23)cc1C=NC[N-][N-]C(C)[N-]Br,1.0
Cc1ccc(Nc2ncnc3cc(O[NH-])c(S(=S)CCC(C)[NH-])cc23)cc1C=NC[N-]Cl,1.0
Cc1ccc(Nc2ncnc3cc(O[NH-])c(S(=S)CCC(C)[NH-])cc23)cc1C=NC[N-]Br,1.0
Cc1ccc(Nc2ncnc3cc(O[NH-])c(S(=S)CCC(C)[NH-])cc23)cc1C=NCCl,1.0
Cc1ccc(Nc2ncnc3cc(O[NH-])c(S(=S)CCC(C)[NH-])cc23)cc1C=NCC[NH-],1.0
Cc1ccc(Nc2ncnc3cc(O[NH-])c(S(=S)CCC(C)[NH-])cc23)cc1C=NCC([NH-])[NH-],1.0
Cc1ccc(Nc2ncnc3cc(O[NH-])c(S(=S)CCC(C)[NH-])cc23)cc1C=NCC([NH-])[N-][N-][NH-],1.0
Cc1ccc(Nc2ncnc3cc(O[NH-])c(S(=S)CCC(C)[NH-])cc23)cc1C=NCC([NH-])[N-][N-]C(C)C,1.0
Cc1ccc(Nc2ncnc3cc(O[NH-])c(S(=S)CCC(C)[NH-])cc23)cc1C=NCC(C)[NH-],1.0
Cc1ccc(Nc2ncnc3cc(O[NH-])c(S(=S)CCC(C)[NH-])cc23)cc1C=NCC(C)[N-]C(C)C[N-]C(C)CCl,1.0
Cc1ccc(Nc2ncnc3cc(O[NH-])c(S(=S)CCC(C)[NH-])cc23)cc1C=NCC(C)Cl,1.0
Cc1ccc(Nc2ncnc3cc(O[NH-])c(S(=S)CCC(C)[NH-])cc23)cc1C=NC=C[N-]Cl,1.0
Cc1ccc(Nc2ncnc3cc(O[NH-])c(S(=S)CCC(C)[NH-])cc23)cc1C=NC([NH-])(C[NH-])[N-][N-]C(C)C[N-][N-][NH-],1.0
Cc1ccc(Nc2ncnc3cc(O[NH-])c(S(=S)CCC(C)[NH-])cc23)cc1C=NC([NH-])(C[NH-])[N-][N-]C(C)CBr,1.0
Cc1ccc(Nc2ncnc3cc(O[NH-])c(S(=S)CCC(C)[NH-])cc23)cc1C=NC([NH-])(C[NH-])[N-][N-]C(C)C,1.0
Cc1ccc(Nc2ncnc3cc(O[NH-])c(S(=S)CCC(C)[NH-])cc23)cc1C=NC(Cl)([N-][N-]CCl)[N-]C(Cl)Br,1.0
Cc1ccc(Nc2ncnc3cc(O[NH-])c(S(=S)CCC(C)[NH-])cc23)cc1C=NC(Cl)([N-][N-]C(C)C)[N-]C(C)[NH-],1.0
Cc1ccc(Nc2ncnc3cc(O[NH-])c(S(=S)CCC(C)[NH-])cc23)cc1C=NC(Cl)([N-][N-]C(C)C)[N-]C(C)CCl,1.0
Cc1ccc(Nc2ncnc3cc(O[NH-])c(S(=S)CCC(C)[NH-])cc23)cc1C=NC(Cl)([N-]C(C)[N-][N-][N-]C(Cl)([N-]C[NH-])C1([NH-])CC(Cl)(Br)C(C)([N-][NH-])[N-][N-]1)C(C)[N-]C(C)Br,1.0
Cc1ccc(Nc2ncnc3cc(O[NH-])c(S(=S)CCC(C)[NH-])cc23)cc1C=NC(Cl)([N-]C(C)C[N-][N-]Cl)C(C)[N-]C(C)Br,1.0
Cc1ccc(Nc2ncnc3cc(O[NH-])c(S(=S)CCC(C)[NH-])cc23)cc1C=NC(Cl)(Cl)C[N-]Cl,1.0
Cc1ccc(Nc2ncnc3cc(O[NH-])c(S(=S)CCC(C)[NH-])cc23)cc1C=NC(Cl)(Cl)C[N-]CCC[N-][N-]Cl,1.0
Cc1ccc(Nc2ncnc3cc(O[NH-])c(S(=S)CCC(C)[NH-])cc23)cc1C=NC(Cl)(Cl)C[N-]C(C)CCl,1.0
Cc1ccc(Nc2ncnc3cc(O[NH-])c(S(=S)CCC(C)[NH-])cc23)cc1C=NC(Cl)(Cl)CCCl,1.0
Cc1ccc(Nc2ncnc3cc(O[NH-])c(S(=S)CCC(C)[NH-])cc23)cc1C=NC(Cl)(C[NH-])[N-][N-]C(C)C,1.0
Cc1ccc(Nc2ncnc3cc(O[NH-])c(S(=S)CCC(C)[NH-])cc23)cc1C=NC(Cl)(C[N-][N-]Cl)C[N-]C(C)C[N-][N-]Cl,1.0
Cc1ccc(Nc2ncnc3cc(O[NH-])c(S(=S)CCC(C)[NH-])cc23)cc1C=NC(Cl)(C[N-]C(C[N-][N-]Cl)[N-][N-][N-][N-]Cl)CC(C)[N-]C(C)Br,1.0
Cc1ccc(Nc2ncnc3cc(O[NH-])c(S(=S)CCC(C)[NH-])cc23)cc1C=NC(Cl)(C[N-]C(C[N-][N-]Cl)[N-][N-][N-]Cl)CC(C)[N-]C(C)Br,1.0
Cc1ccc(Nc2ncnc3cc(O[NH-])c(S(=S)CCC(C)[NH-])cc23)cc1C=NC(Cl)(C[N-]C(C[N-][N-]Cl)[N-][N-][N-]Cl)CC(C)[N-]C(Br)Br,1.0
Cc1ccc(Nc2ncnc3cc(O[NH-])c(S(=S)CCC(C)[NH-])cc23)cc1C=NC(Cl)(C[N-]C(C[N-][N-]C(C)[NH-])[N-][N-][N-]Cl)CC(C)[N-]C(Br)Br,1.0
Cc1ccc(Nc2ncnc3cc(O[NH-])c(S(=S)CCC(C)[NH-])cc23)cc1C=NC(Cl)(C[N-]C(C)[N-][N-]Cl)CC(C)[N-]C(C)Br,1.0
Cc1ccc(Nc2ncnc3cc(O[NH-])c(S(=S)CCC(C)[NH-])cc23)cc1C=NC(Cl)(C[N-]C(C)[N-][N-]Cl)C(C)[N-]C(C)C[N-]C(C)CCl,1.0
Cc1ccc(Nc2ncnc3cc(O[NH-])c(S(=S)CCC(C)[NH-])cc23)cc1C=NC(Cl)(C[N-]C(C)[N-][N-]C#[N+][N-]CC(C)([NH-])[N-][NH-])C(C)[N-]C(C)Br,1.0
Cc1ccc(Nc2ncnc3cc(O[NH-])c(S(=S)CCC(C)[NH-])cc23)cc1C=NC(Cl)(C[N-]C(C)C[N-][N-]Cl)CC(C)[N-]C[NH-],1.0
Cc1ccc(Nc2ncnc3cc(O[NH-])c(S(=S)CCC(C)[NH-])cc23)cc1C=NC(Cl)(C[N-]C(C)C[N-][N-]Cl)CC(C)[N-]CCC[N-]C(C)CCl,1.0
Cc1ccc(Nc2ncnc3cc(O[NH-])c(S(=S)CCC(C)[NH-])cc23)cc1C=NC(Cl)(C[N-]C(C)C[N-][N-]Cl)CC(C)[N-]C(C)[N-]C(C)CCl,1.0
Cc1ccc(Nc2ncnc3cc(O[NH-])c(S(=S)CCC(C)[NH-])cc23)cc1C=NC(Cl)(C[N-]C(C)C[N-][N-]Cl)CC(C)[N-]C(C)C[N-]C(C)CCl,1.0
Cc1ccc(Nc2ncnc3cc(O[NH-])c(S(=S)CCC(C)[NH-])cc23)cc1C=NC(Cl)(C[N-]C(C)C[N-][N-]Cl)CC(C)[N-]C(C)C,1.0
Cc1ccc(Nc2ncnc3cc(O[NH-])c(S(=S)CCC(C)[NH-])cc23)cc1C=NC(Cl)(C[N-]C(C)C[N-][N-]Cl)CC(C)[N-]C(C)Br,1.0
Cc1ccc(Nc2ncnc3cc(O[NH-])c(S(=S)CCC(C)[NH-])cc23)cc1C=NC(Cl)(C[N-]C(C)C[N-]Cl)CC(C)[N-]C(C)C,1.0
Cc1ccc(Nc2ncnc3cc(O[NH-])c(S(=S)CCC(C)[NH-])cc23)cc1C=NC(Cl)(C[N-]C(C)CCl)[N-]Cl,1.0
Cc1ccc(Nc2ncnc3cc(O[NH-])c(S(=S)CCC(C)[NH-])cc23)cc1C=NC(Cl)(C[N-]C(C)CCl)CC(C)[N-]C(C)Br,1.0
Cc1ccc(Nc2ncnc3cc(O[NH-])c(S(=S)CCC(C)[NH-])cc23)cc1C=NC(Cl)(C[N-]C(C)CCl)C(C)[N-]C(C)[NH-],1.0
Cc1ccc(Nc2ncnc3cc(O[NH-])c(S(=S)CCC(C)[NH-])cc23)cc1C=NC(Cl)(C[N-]C(C)CCl)C(C)[N-]C(C)Br,1.0
Cc1ccc(Nc2ncnc3cc(O[NH-])c(S(=S)CCC(C)[NH-])cc23)cc1C=NC(Cl)(CCl)[N-][N-]C[N-]C(C)Cl,1.0
Cc1ccc(Nc2ncnc3cc(O[NH-])c(S(=S)CCC(C)[NH-])cc23)cc1C=NC(Cl)(CCl)C[N-]C(C[N-][N-]Cl)[N-][N-][N-]Cl,1.0
Cc1ccc(Nc2ncnc3cc(O[NH-])c(S(=S)CCC(C)[NH-])cc23)cc1C=NC(Cl)(CC[N-]C(C)Br)C[N-]C(C)C[N-][N-]Cl,1.0
Cc1ccc(Nc2ncnc3cc(O[NH-])c(S(=S)CCC(C)[NH-])cc23)cc1C=NC(C)[NH-],1.0
Cc1ccc(Nc2ncnc3cc(O[NH-])c(S(=S)CCC(C)[NH-])cc23)cc1C=NC(C)[N-][NH-],1.0
Cc1ccc(Nc2ncnc3cc(O[NH-])c(S(=S)CCC(C)[NH-])cc23)cc1C=NC(C)Cl,1.0
Cc1ccc(Nc2ncnc3cc(O[NH-])c(S(=S)CCC(C)[NH-])cc23)cc1C=NC(C)([NH-])[N-][N-]C(C)C,1.0
Cc1ccc(Nc2ncnc3cc(O[NH-])c(S(=S)CCC(C)[NH-])cc23)cc1C=NC(C)(Cl)C[N-]C(C)CCl,1.0
Cc1ccc(Nc2ncnc3cc(O[NH-])c(S(=S)CCC(C)[NH-])cc23)cc1C=NC(C)(Cl)CC(C)[N-]C(C)Br,1.0
Cc1ccc(Nc2ncnc3cc(O[NH-])c(S(=S)CCC(C)[NH-])cc23)cc1C=NC(C)(C[NH-])[N-][N-]C(C)C,1.0
Cc1ccc(Nc2ncnc3cc(O[NH-])c(S(=S)CCC(C)[NH-])cc23)cc1-c1n[n-][n-]1,1.0
Cc1ccc(Nc2ncnc3cc(O[NH-])c(S(=S)CCC(C)[NH-])cc23)[o+]c1C=N[O-],1.0
Cc1ccc(Nc2ncnc3cc(O[NH-])c(S(=S)CCC(C)[N-][NH-])cc23)cc1[O+]=N[NH-],1.0
Cc1ccc(Nc2ncnc3cc(O[NH-])c(S(=S)CCC(C)[N-][NH-])cc23)cc1[O+]=N[N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][NH-],1.0
Cc1ccc(Nc2ncnc3cc(O[NH-])c(S(=S)CCC(C)[N-][NH-])cc23)cc1N=N[N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][NH-],1.0
Cc1ccc(Nc2ncnc3cc(O[NH-])c(S(=S)CCC(C)[N-][NH-])cc23)cc1N=N[N-][N-][N-]C(C)[N-][N-]C(C)[NH-],1.0
Cc1ccc(Nc2ncnc3cc(O[NH-])c(S(=S)CCC(C)[N-][NH-])cc23)cc1N=N[N-][N-][N-]C(C)[N-]C([NH-])(Cl)[N-]CCCl,1.0
Cc1ccc(Nc2ncnc3cc(O[NH-])c(S(=S)CCC(C)[N-][NH-])cc23)cc1C=N[NH-],1.0
Cc1ccc(Nc2ncnc3cc(O[NH-])c(S(=S)CCC(C)[N-][NH-])cc23)cc1C=N[N-][N-][N-]Cl,1.0
Cc1ccc(Nc2ncnc3cc(O[NH-])c(S(=S)CCC(C)[N-][NH-])cc23)cc1C=N[N-][N-][N-]C[NH-],1.0
Cc1ccc(Nc2ncnc3cc(O[NH-])c(S(=S)CCC(C)[N-][NH-])cc23)cc1C=N[N-][N-][N-]C([NH-])Cl,1.0
Cc1ccc(Nc2ncnc3cc(O[NH-])c(S(=S)CCC(C)[N-][NH-])cc23)cc1C=N[N-][N-]C[N-]C(C)[NH-],1.0
Cc1ccc(Nc2ncnc3cc(O[NH-])c(S(=S)CCC(C)[N-][NH-])cc23)cc1C=N[N-][N-]C(C)[N-]C(C)[NH-],1.0
Cc1ccc(Nc2ncnc3cc(O[NH-])c(S(=S)CCC(C)[N-][NH-])cc23)cc1C=N[N-][N-]C(C)Cl,1.0
Cc1ccc(Nc2ncnc3cc(O[NH-])c(S(=S)CCC(C)[N-][NH-])cc23)cc1C=N[N-][N-]C#CCC[N-][N-]Cl,1.0
Cc1ccc(Nc2ncnc3cc(O[NH-])c(S(=S)CCC(C)[N-][NH-])cc23)cc1C=N[N-][N-]C#CCC[N-]C(Cl)(C[NH-])C(C)[N-]Cl,1.0
Cc1ccc(Nc2ncnc3cc(O[NH-])c(S(=S)CCC(C)[N-][NH-])cc23)cc1C=N[N-][N-]C#CCC[N-]C(Cl)(C[NH-])C(C)C,1.0
Cc1ccc(Nc2ncnc3cc(O[NH-])c(S(=S)CCC(C)[N-][NH-])cc23)cc1C=N[N-]CC[NH-],1.0
Cc1ccc(Nc2ncnc3cc(O[NH-])c(S(=S)CCC(C)[N-][NH-])cc23)cc1C=N[N-]CCC[NH-],1.0
Cc1ccc(Nc2ncnc3cc(O[NH-])c(S(=S)CCC(C)[N-][NH-])cc23)cc1C=N[N-]C(C)[NH-],1.0
Cc1ccc(Nc2ncnc3cc(O[NH-])c(S(=S)CCC(C)[N-][NH-])cc23)cc1C=N[N-]C(C)C[NH-],1.0
Cc1ccc(Nc2ncnc3cc(O[NH-])c(S(=S)CCC(C)[N-][NH-])cc23)cc1C=N[N-]C(C)CI,1.0
Cc1ccc(Nc2ncnc3cc(O[NH-])c(S(=S)CCC(C)[N-][NH-])cc23)cc1C=N[N-]C(C)C,1.0
Cc1ccc(Nc2ncnc3cc(O[NH-])c(S(=S)CCC(C)[N-][NH-])cc23)cc1C=N[N-]C#C[NH-],1.0
Cc1ccc(Nc2ncnc3cc(O[NH-])c(S(=S)CCC(C)[N-][NH-])cc23)cc1C=NCCCBr,1.0
Cc1ccc(Nc2ncnc3cc(O[NH-])c(S(=S)CCC(C)[N-][NH-])cc23)cc1C=NC#C[NH-],1.0
Cc1ccc(Nc2ncnc3cc(O[NH-])c(S(=S)CCC(C)[N-][N-][NH-])cc23)cc1[O+]=N[N-][N-][N-][N-][N-][NH-],1.0
Cc1ccc(Nc2ncnc3cc(O[NH-])c(S(=S)CCC(C)[N-][N-][NH-])cc23)cc1[O+]=N[N-][N-][N-][N-][N-][N-][N-][N-][NH-],1.0
Cc1ccc(Nc2ncnc3cc(O[NH-])c(S(=S)CCC(C)[N-][N-][NH-])cc23)cc1[O+]=N[N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][NH-],1.0
Cc1ccc(Nc2ncnc3cc(O[NH-])c(S(=S)CCC(C)[N-][N-][NH-])cc23)cc1[O+]=N[N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][NH-],1.0
Cc1ccc(Nc2ncnc3cc(O[NH-])c(S(=S)CCC(C)[N-][N-][NH-])cc23)cc1[O+]=N[N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-]CC[NH-],1.0
Cc1ccc(Nc2ncnc3cc(O[NH-])c(S(=S)CCC(C)[N-][N-][NH-])cc23)cc1N=N[N-][N-][N-][N-][N-][N-][N-][N-][N-]CC[N-]C(Cl)(Cl)[N-][N-]CC[N-]CC(C)([NH-])[N-][N-][N-]C(C)[N-]C(Cl)(C(C)[NH-])C1([NH-])CC(C)(Br)C(C)(Cl)[N-][N-]1,1.0
Cc1ccc(Nc2ncnc3cc(O[NH-])c(S(=S)CCC(C)[N-][N-][NH-])cc23)cc1N=N[N-]C([NH-])[N-]C(C)C(Cl)C([NH-])(Cl)CC(C)[NH-],1.0
Cc1ccc(Nc2ncnc3cc(O[NH-])c(S(=S)CCC(C)[N-][N-][NH-])cc23)cc1C=NCl,1.0
Cc1ccc(Nc2ncnc3cc(O[NH-])c(S(=S)CCC(C)[N-][N-][NH-])cc23)cc1C=NC[N-]Br,1.0
Cc1ccc(Nc2ncnc3cc(O[NH-])c(S(=S)CCC(C)[N-][N-][N-][NH-])cc23)cc1N=N[N-][NH-],1.0
Cc1ccc(Nc2ncnc3cc(O[NH-])c(S(=S)CCC(C)[N-][N-][N-][N-][NH-])cc23)cc1[O+]=N[N-][NH-],1.0
Cc1ccc(Nc2ncnc3cc(O[NH-])c(S(=S)CCC(C)[N-][N-][N-][N-][NH-])cc23)cc1[O+]=N[N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-]C(Cl)[N-]C=CCl,1.0
Cc1ccc(Nc2ncnc3cc(O[NH-])c(S(=S)CCC(C)[N-][N-][N-][N-][N-][NH-])cc23)cc1[O+]=N[N-][N-][N-][N-][NH-],1.0
Cc1ccc(Nc2ncnc3cc(O[NH-])c(S(=S)CCC(C)[N-][N-][N-][N-][N-][NH-])cc23)cc1[O+]=N[N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-]CC(C)[NH-],1.0
Cc1ccc(Nc2ncnc3cc(O[NH-])c(S(=S)CCC(C)[N-][N-][N-][N-][N-][NH-])cc23)cc1N=N[N-][N-][N-][NH-],1.0
Cc1ccc(Nc2ncnc3cc(O[NH-])c(S(=S)CCC(C)[N-][N-][N-][N-][N-][N-][NH-])cc23)cc1[O+]=N[N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-]CC1([NH-])CC(C)([N-]C(Cl)([N-]CCCl)C2([NH-])CC(C)(Br)C(C)(Cl)[N-][N-]2)[N-][N-][N-]1,1.0
Cc1ccc(Nc2ncnc3cc(O[NH-])c(S(=S)CCC(C)[N-][N-][N-][N-][N-][N-][N-][NH-])cc23)cc1[O+]=N[NH-],1.0
Cc1ccc(Nc2ncnc3cc(O[NH-])c(S(=S)CCC(C)[N-][N-][N-][N-][N-][N-][N-][NH-])cc23)cc1C=NC(Cl)(Cl)C(C)(Cl)Cl,1.0
Cc1ccc(Nc2ncnc3cc(O[NH-])c(S(=S)CCC(C)[N-][N-][N-][N-][N-][N-][N-][N-][NH-])cc23)cc1[O+]=N[N-][N-][N-][N-][N-][N-][N-][N-][NH-],1.0
Cc1ccc(Nc2ncnc3cc(O[NH-])c(S(=S)CCC(C)[N-][N-][N-][N-][N-][N-][N-][N-][N-][NH-])cc23)cc1[O+]=N[N-][N-][N-][N-][N-][N-][N-][NH-],1.0
Cc1ccc(Nc2ncnc3cc(O[NH-])c(S(=S)CCC(C)[N-][N-][N-][N-][N-][N-][N-][N-][N-][NH-])cc23)cc1[O+]=N[N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][NH-],1.0
Cc1ccc(Nc2ncnc3cc(O[NH-])c(S(=S)CCC(C)[N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][NH-])cc23)cc1[O+]=N[N-][NH-],1.0
Cc1ccc(Nc2ncnc3cc(O[NH-])c(S(=S)CCC(C)[N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][NH-])cc23)cc1[O+]=N[N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-]CCCl,1.0
Cc1ccc(Nc2ncnc3cc(O[NH-])c(S(=S)CCC(C)[N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][NH-])cc23)cc1N=N[NH-],1.0
Cc1ccc(Nc2ncnc3cc(O[NH-])c(S(=S)CCC(C)[N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][NH-])cc23)cc1[O+]=N[N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][NH-],1.0
Cc1ccc(Nc2ncnc3cc(O[NH-])c(S(=S)CCC(C)[N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][NH-])cc23)cc1[O+]=N[N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-]CC[N-]CCC[N-]C[N-]CC[N-]C(Cl)(Cl)[N-]C#[N+][N-]CC(C)([NH-])[N-]C([NH-])C(C)C,1.0
Cc1ccc(Nc2ncnc3cc(O[NH-])c(S(=S)CCC(C)[N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][NH-])cc23)cc1[O+]=N[N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][NH-],1.0
Cc1ccc(Nc2ncnc3cc(O[NH-])c(S(=S)CCC(C)[N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][NH-])cc23)cc1[O+]=N[N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][NH-],1.0
Cc1ccc(Nc2ncnc3cc(O[NH-])c(S(=S)CCC(C)[N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][NH-])cc23)cc1[O+]=N[N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][NH-],1.0
Cc1ccc(Nc2ncnc3cc(O[NH-])c(S(=S)CCC(C)[N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][NH-])cc23)cc1[O+]=N[NH-],1.0
Cc1ccc(Nc2ncnc3cc(O[NH-])c(S(=S)CCC(C)[N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][NH-])cc23)cc1[O+]=N[N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][NH-],1.0
Cc1ccc(Nc2ncnc3cc(O[NH-])c(S(=S)CCC(C)[N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][NH-])cc23)cc1[O+]=N[N-][N-][N-][N-][NH-],1.0
Cc1ccc(Nc2ncnc3cc(O[NH-])c(S(=S)CCC(C)[N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][NH-])cc23)cc1[O+]=N[NH-],1.0
Cc1ccc(Nc2ncnc3cc(O[NH-])c(S(=S)CCC(C)[N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][NH-])cc23)cc1N=N[N-][N-][N-][N-][N-][N-][N-]C=C[N-]CC1(C)[N-][N-][N-]C(C)(CC(C)[N-][N-]CCl)[N-]1,1.0
Cc1ccc(Nc2ncnc3cc(O[NH-])c(S(=S)CCC(C)[N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-]C#CC[NH-])cc23)cc1[O+]=N[N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][NH-],1.0
Cc1ccc(Nc2ncnc3cc(O[NH-])c(S(=S)CCC(C)[N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-][N-]C([NH-])[N-][N-][N-][N-][N-][NH-])cc23)cc1[O+]=N[N-][N-][N-][N-][NH-],1.0
