smiles,albuterol-similarity
CCNC[O+](S)c1ccc(S)c(PO)c1,1.0
CCNC[O+](S)c1ccc(S)c(CS)c1,1.0
CCNC[O+](S)c1ccc(O)c([N-]S)c1,1.0
CCNC[O+](S)c1ccc(O)c(PS)c1,1.0
CCNC[O+](S)c1ccc(O)c(CS)c1,1.0
CCNC[O+](S)c1cc(CO)c(S)p[o+]1,1.0
CCNC[O+](S)c1c[o+]c(S)c(CS)c1,1.0
CCNC[O+](O)c1ccc(S)c([N-]S)c1,1.0
CCNCP(S)c1ccc(S)c(PO)c1,1.0
CCNCC(S)c1cpc(S)c([N-]O)c1,1.0
CCNCC(S)c1cpc(S)c(PS)c1,1.0
CCNCC(S)c1cpc(S)c(CS)c1,1.0
CCNCC(S)c1cpc(O)c(PS)c1,1.0
CCNCC(S)c1cpc(O)c(PO)c1,1.0
CCNCC(S)c1ccc(S)c([N-]S)c1,1.0
CCNCC(S)c1ccc(S)c(PS)c1,1.0
CCNCC(S)c1ccc(S)c(PO)c1,1.0
CCNCC(S)c1ccc(S)c(CS)c1,1.0
CCNCC(S)c1ccc(O)c(PS)c1,1.0
CCNCC(S)c1ccc(O)c(PO)c1,1.0
CCNCC(S)c1ccc(O)c(CS)c1,1.0
CCNCC(S)c1ccc(O)c(CO)c1,1.0
CCNCC(S)c1cc(CS)c(S)p[o+]1,1.0
CCNCC(S)c1c[o+]c(S)c(CS)c1,1.0
CCNCC(O)c1cpc(S)c(PS)c1,1.0
CCNCC(O)c1ccc(S)c(PS)c1,1.0
CCNCC(O)c1ccc(S)c(PO)c1,1.0
CCNCC(O)c1ccc(S)c(CS)c1,1.0
CCNCC(O)c1ccc(S)c(CO)c1,1.0
CCNCC(O)c1ccc(O)c([N-]S)c1,1.0
CCNCC(O)c1ccc(O)c(PO)c1,1.0
CCNCC(O)c1ccc(O)c(CS)c1,1.0
CCNCC(O)c1ccc(O)c(CO)c1,1.0
CCNCC(O)c1ccc(O)c(C(C)(C)O)c1,1.0
CCNCC(O)c1c[o+]c(S)c(CS)c1,1.0
CCNC(P)NCC(S)c1ccc(O)c(PS)c1,1.0
CCNC(C)C(O)c1ccc(O)c(CO)c1,1.0
CCNC(C)(PC(O)c1ccc(O)c(CO)c1)C(C)O,1.0
CCNC(C)(PC(O)c1ccc(O)c(CO)c1)C(C)Cl,1.0
CCNC(C)(PC(O)c1ccc(O)c(CO)c1)C(C)C,1.0
CCNC(C)(PC(O)c1ccc(O)c(CO)c1)C(C)Br,1.0
CCNC(C)(C)PCC(O)c1ccc(O)c(CO)c1,1.0
CCNC(C)(C)PC(O)c1ccc(O)c(CO)c1,1.0
CCNC(C)(C)P(O)C(O)c1ccc(O)c(CO)c1,1.0
CCNC(C)(C)CC(O)c1ccc(O)c(PN)c1,1.0
CCNC(C)(C)C(O)c1ccc(O)c(CO)c1,1.0
CCNC(C)(C)C(O)c1ccc(CO)c(O)c1,1.0
CCNC(C)(C)C(O)c1cc(CO)ccc1O,1.0
CCNC(C)(C)C(O)C(O)c1ccc(O)c(CO)c1,1.0
CCCc1cc(C(S)CNC(C)(C)C)ccc1O,1.0
CCCc1cc(C(O)CNC(C)(C)P)ccc1O,1.0
CCCc1cc(C(O)CNC(C)(C)C)ccc1O,1.0
CCCNC[O+](S)c1cpc(S)c(CS)c1,1.0
CCCNC[O+](S)c1c[o+]c(S)c(PS)c1,1.0
CCCNC[O+](S)c1c[o+]c(S)c(CS)c1,1.0
CCCNCC(S)c1ccc(S)c(PS)c1,1.0
CCCNCC(S)c1ccc(S)c(CS)c1,1.0
CCCNCC(S)c1ccc(S)c(CO)c1,1.0
CCCNCC(S)c1ccc(O)c(PS)c1,1.0
CCCNCC(O)c1ccc(S)c(PO)c1,1.0
CCCNCC(O)c1ccc(S)c(CS)c1,1.0
CCCNCC(O)c1ccc(O)c(PO)c1,1.0
CCCNCC(O)c1ccc(O)c(CO)c1,1.0
CCCNC(C)C(O)c1ccc(O)c(CO)c1,1.0
CCCNC(C)(C)C(O)c1ccc(O)c(CO)c1,1.0
CCCNC(C)(C)C(O)c1ccc(CO)c(O)c1,1.0
CCCNC(C)(C)C(O)c1cc(CO)ccc1O,1.0
CCCCNCC(O)c1ccc(O)c(CO)c1,1.0
CCCCNC(C)(C)C(O)c1ccc(O)c(CO)c1,1.0
CCCCC(C)(C)NCC(O)c1ccc(O)c(CO)c1,1.0
CCCC(P)NCC(S)c1ccc(S)c(PS)c1,1.0
CCCC(P)NCC(O)c1ccc(O)c(CO)c1,1.0
CCCC(C)NCC(S)c1ccc(O)c(PO)c1,1.0
CCCC(C)NCC(O)c1ccc(O)c(CO)c1,1.0
CCCC(C)NCB(O)c1ccc(S)c(CS)c1,1.0
CCCC(C)(CN)NCC(O)c1ccc(S)c(CS)p1,1.0
CCCC(C)(CN)NCC(O)c1ccc(S)c(CS)c1,1.0
CCCC(C)(CN)NCC(O)c1ccc(O)c(CO)c1,1.0
CCCC(C)(C)NCC(O)c1ccc(S)c(CO)c1,1.0
CCCC(C)(C)NCC(O)c1ccc(O)c(CO)c1,1.0
CCC(S)NCC(O)c1ccc(O)c(PO)c1,1.0
CCC(P)NC[O+](S)c1pcc(S)c([N-]O)p1,1.0
CCC(P)NC[O+](S)c1cpc(S)c([N-]S)c1,1.0
CCC(P)NC[O+](S)c1cpc(S)c([N-]O)p1,1.0
CCC(P)NC[O+](S)c1cpc(S)c(PS)[o+]1,1.0
CCC(P)NC[O+](S)c1cpc(S)c(PO)c1,1.0
CCC(P)NC[O+](S)c1cpc(S)c(CS)p1,1.0
CCC(P)NC[O+](S)c1cpc(O)c([N-]O)p1,1.0
CCC(P)NC[O+](S)c1cpc(O)c(PS)c1,1.0
CCC(P)NC[O+](S)c1cpc(O)c(CS)[o+]1,1.0
CCC(P)NC[O+](S)c1cpc(O)c(CO)[o+]1,1.0
CCC(P)NC[O+](S)c1ccc(S)c(PS)[o+]1,1.0
CCC(P)NC[O+](S)c1ccc(S)c(PO)c1,1.0
CCC(P)NC[O+](S)c1ccc(S)c(PO)[o+]1,1.0
CCC(P)NC[O+](S)c1ccc(S)c(CS)[o+]1,1.0
CCC(P)NC[O+](S)c1ccc(S)c(CO)[o+]1,1.0
CCC(P)NC[O+](S)c1ccc(O)c([N-]O)c1,1.0
CCC(P)NC[O+](S)c1cc(PS)c(S)cp1,1.0
CCC(P)NC[O+](S)c1c[o+]c(S)c(CS)c1,1.0
CCC(P)NC[O+](S)c1c[o+]c(O)c(PS)c1,1.0
CCC(P)NCP(S)c1ccc(S)c(CS)c1,1.0
CCC(P)NCC(S)c1cpc(S)c(PS)c1,1.0
CCC(P)NCC(S)c1cpc(O)c(PS)c1,1.0
CCC(P)NCC(S)c1ccc(S)c(PS)c1,1.0
CCC(P)NCC(S)c1ccc(S)c(PO)c1,1.0
CCC(P)NCC(S)c1ccc(S)c(CS)c1,1.0
CCC(P)NCC(S)c1ccc(O)c(PS)c1,1.0
CCC(P)NCC(S)c1ccc(O)c(PO)c1,1.0
CCC(P)NCC(S)c1ccc(O)c(CS)c1,1.0
CCC(P)NCC(O)c1ccc(S)c(CO)c1,1.0
CCC(P)NCC(O)c1ccc(PO)c(O)c1,1.0
CCC(P)NCC(O)c1ccc(O)c(PO)c1,1.0
CCC(P)NCC(O)c1ccc(O)c(CS)c1,1.0
CCC(P)NCC(O)c1ccc(O)c(CO)c1,1.0
CCC(P)CNCC(S)c1ccc(S)c(CS)c1,1.0
CCC(P)C(P)(P)NCC(O)c1ccc(O)c(PO)c1,1.0
CCC(O)c1ccc(O)c(C(O)CNC(C)(C)C)c1,1.0
CCC(O)c1cc(C(O)CNC(C)(C)C)ccc1O,1.0
CCC(O)NCC(O)c1ccc(S)c(CO)c1,1.0
CCC(O)NCC(O)c1ccc(O)c(PS)c1,1.0
CCC(O)NCC(O)c1ccc(O)c(CO)c1,1.0
CCC(O)CNC(C)(C)C(O)c1ccc(O)c(CO)c1,1.0
CCC(NCC(O)c1ccc(S)c(CS)c1)PP,1.0
CCC(NCC(O)c1ccc(O)c(CS)c1)PP,1.0
CCC(NCB(O)c1ccc(S)c(CO)c1)C(C)(C)F,1.0
CCC(NC(C)(C)C)C(O)c1ccc(O)c(CO)c1,1.0
CCC(N)NCC(O)c1ccc(O)c(CO)c1,1.0
CCC(CC)NCC(O)c1ccc(O)c(CS)c1,1.0
CCC(CC)NCC(O)c1ccc(O)c(CO)c1,1.0
CCC(C)NC[O+](S)c1cpc(O)c(CS)[o+]1,1.0
CCC(C)NCC(O)c1ccc(S)c(CS)c1,1.0
CCC(C)NCC(O)c1ccc(O)c(CS)c1,1.0
CCC(C)NCC(O)c1ccc(O)c(CO)c1,1.0
CCC(C)NCC(O)c1ccc(CO)c(O)c1,1.0
CCC(C)NCC(O)c1cc(CO)ccc1O,1.0
CCC(C)CNCC(O)c1ccc(O)c(CO)c1,1.0
CCC(C)C(C)(C)NCC(O)c1ccc(O)c(CO)c1,1.0
CCC(C)(P)NCC(S)c1ccc(S)c(CS)c1,1.0
CCC(C)(O)c1cc(C(O)CNC(C)(C)C)ccc1O,1.0
CCC(C)(O)NCC(O)c1ccc(S)c(CO)c1,1.0
CCC(C)(O)NCC(O)c1ccc(O)c(CO)c1,1.0
CCC(C)(O)C(C)NCC(O)c1ccc(O)c(CO)c1,1.0
CCC(C)(NCC(O)c1ccc(S)c(CO)c1)S(C)(C)F,1.0
CCC(C)(NCC(O)c1ccc(S)c(CO)c1)C(C)(C)C,1.0
CCC(C)(NCC(O)c1ccc(O)c(CO)c1)C(C)(C)O,1.0
CCC(C)(NCC(O)c1ccc(O)c(CO)c1)C(C)(C)C,1.0
CCC(C)(NCC(O)c1ccc(O)c(BN)c1)C(O)O,1.0
CCC(C)(NCB(O)c1ccc(S)c(CS)c1)S(C)(Br)I,1.0
CCC(C)(NCB(O)c1ccc(O)c(BO)c1)C(O)(F)F,1.0
CCC(C)(NCB(N)c1ccc(S)c(CO)c1)C(Cl)Br,1.0
CCC(C)(F)NCC(O)c1cpc(S)c(CS)c1,1.0
CCC(C)(F)NCC(O)c1ccc(S)c([N-]S)c1,1.0
CCC(C)(F)NCC(O)c1ccc(S)c(PN)c1,1.0
CCC(C)(F)NCC(O)c1ccc(S)c(CO)c1,1.0
CCC(C)(F)NCC(O)c1ccc(O)c(CO)c1,1.0
CCC(C)(CO)NCC(O)c1ccc(O)c(C)c1,1.0
CCC(C)(CN)NCC(S)c1ccc(S)c(PO)c1,1.0
CCC(C)(CN)NCC(S)c1ccc(S)c(CO)c1,1.0
CCC(C)(CN)NCC(O)c1ccc(S)c(CO)c1,1.0
CCC(C)(CN)NCC(O)c1ccc(O)c(CO)c1,1.0
CCC(C)(CC)NCC(O)c1ccc(O)c(CO)c1,1.0
CCC(C)(C)NCC(S)c1ccc(O)c(CO)c1,1.0
CCC(C)(C)NCC(S)c1ccc(CO)c(O)c1,1.0
CCC(C)(C)NCC(S)c1cc(CO)ccc1O,1.0
CCC(C)(C)NCC(O)c1cpc(S)c(PO)c1,1.0
CCC(C)(C)NCC(O)c1cccc(O)c1CO,1.0
CCC(C)(C)NCC(O)c1cccc(CO)c1O,1.0
CCC(C)(C)NCC(O)c1ccc(O)c(CS)c1,1.0
CCC(C)(C)NCC(O)c1ccc(O)c(CO)c1,1.0
CCC(C)(C)NCC(O)c1ccc(O)c(CNCl)c1,1.0
CCC(C)(C)NCC(O)c1ccc(O)c(C)c1,1.0
CCC(C)(C)NCC(O)c1ccc(O)c(C(N)O)c1,1.0
CCC(C)(C)NCC(O)c1ccc(O)c(C(C)O)c1,1.0
CCC(C)(C)NCC(O)c1ccc(CO)cc1O,1.0
CCC(C)(C)NCC(O)c1ccc(CO)c(O)c1,1.0
CCC(C)(C)NCC(O)c1cc(O)cc(CO)c1,1.0
CCC(C)(C)NCC(O)c1cc(CO)ccc1O,1.0
CCC(C)(C)NCC(O)c1cc(C(C)O)ccc1O,1.0
CCC(C)(C)CNCC(O)c1ccc(S)c(CS)c1,1.0
CCC(=O)C(C)(C)NCB(O)c1ccc(S)c(CO)c1,1.0
CCB(C)C(C)(C)NCC(S)c1ccc(O)c(CS)c1,1.0
CC=Cc1cc(C(O)CNC(C)(C)C)ccc1S,1.0
CC=Cc1cc(C(O)CNC(C)(C)C)ccc1O,1.0
CC=CNCC(S)c1ccc(S)c(CS)c1,1.0
CC=CNCC(S)c1ccc(O)c(CO)c1,1.0
CC=CNCC(O)c1ccc(O)c(CO)c1,1.0
CC=CC(O)c1cc(C(O)CNC(C)(C)C)ccc1O,1.0
CC1C(C)(C)NCC1(O)c1ccc(O)c(CO)c1,1.0
CC1(P)NC1C(S)c1ccc(S)c(PS)c1,1.0
CC1(P)CC(O)(c2c[o+]c(S)c(CS)c2)CN1,1.0
CC1(NCC(O)c2ccc(O)c(PS)c2)CS1,1.0
CC1(NCC(O)c2cc(CO)ccc2O)CC1,1.0
CC(c1ccc(S)c(CO)c1)C(C)(C)NCCO,1.0
CC([O-])NC[O+](S)c1cpc(S)c(PS)[o+]1,1.0
CC([O-])NC[O+](O)c1cpc(S)c(PS)c1,1.0
CC([O-])NCP(S)c1ccc(S)c(CS)c1,1.0
CC([O-])NCC(S)c1cpc(S)c(CS)c1,1.0
CC([O-])NCC(O)c1cpc(S)c(CS)c1,1.0
CC([O-])NCC(O)c1ccc(S)c(CS)c1,1.0
CC([NH-])NCC(S)c1ccc(S)c(CS)c1,1.0
CC([N-][O-])NC[O+](S)c1pcc(S)c([N-]O)p1,1.0
CC([N-][O-])NC[O+](S)c1pcc(S)c(PS)p1,1.0
CC([N-][O-])NC[O+](S)c1pcc(S)c(CS)p1,1.0
CC([N-][O-])NC[O+](S)c1pcc(O)c(PS)p1,1.0
CC([N-][O-])NC[O+](S)c1pcc(O)c(PO)p1,1.0
CC([N-][O-])NC[O+](S)c1pcc(O)c(CS)p1,1.0
CC([N-][O-])NC[O+](S)c1cpc(S)c([N-]S)p1,1.0
CC([N-][O-])NC[O+](S)c1cpc(S)c([N-]S)c1,1.0
CC([N-][O-])NC[O+](S)c1cpc(S)c([N-]S)[o+]1,1.0
CC([N-][O-])NC[O+](S)c1cpc(S)c([N-]O)p1,1.0
CC([N-][O-])NC[O+](S)c1cpc(S)c([N-]O)c1,1.0
CC([N-][O-])NC[O+](S)c1cpc(S)c([N-]O)[o+]1,1.0
CC([N-][O-])NC[O+](S)c1cpc(S)c(PS)p1,1.0
CC([N-][O-])NC[O+](S)c1cpc(S)c(PS)c1,1.0
CC([N-][O-])NC[O+](S)c1cpc(S)c(PS)[o+]1,1.0
CC([N-][O-])NC[O+](S)c1cpc(S)c(PO)p1,1.0
CC([N-][O-])NC[O+](S)c1cpc(S)c(PO)c1,1.0
CC([N-][O-])NC[O+](S)c1cpc(S)c(PO)[o+]1,1.0
CC([N-][O-])NC[O+](S)c1cpc(S)c(CS)p1,1.0
CC([N-][O-])NC[O+](S)c1cpc(S)c(CS)[o+]1,1.0
CC([N-][O-])NC[O+](S)c1cpc(S)c(CO)p1,1.0
CC([N-][O-])NC[O+](S)c1cpc(S)c(CO)c1,1.0
CC([N-][O-])NC[O+](S)c1cpc(S)c(CO)[o+]1,1.0
CC([N-][O-])NC[O+](S)c1cpc(O)c([N-]S)p1,1.0
CC([N-][O-])NC[O+](S)c1cpc(O)c([N-]S)[o+]1,1.0
CC([N-][O-])NC[O+](S)c1cpc(O)c(PS)p1,1.0
CC([N-][O-])NC[O+](S)c1cpc(O)c(PO)p1,1.0
CC([N-][O-])NC[O+](S)c1cpc(O)c(PO)[o+]1,1.0
CC([N-][O-])NC[O+](S)c1cpc(O)c(CO)[o+]1,1.0
CC([N-][O-])NC[O+](S)c1ccc(S)c([N-]S)c1,1.0
CC([N-][O-])NC[O+](S)c1ccc(S)c([N-]S)[o+]1,1.0
CC([N-][O-])NC[O+](S)c1ccc(S)c(PS)c1,1.0
CC([N-][O-])NC[O+](S)c1ccc(S)c(CS)p1,1.0
CC([N-][O-])NC[O+](S)c1ccc(O)c([N-]S)p1,1.0
CC([N-][O-])NC[O+](S)c1ccc(O)c([N-]O)[o+]1,1.0
CC([N-][O-])NC[O+](S)c1ccc(O)c(PO)p1,1.0
CC([N-][O-])NC[O+](S)c1ccc(O)c(CO)p1,1.0
CC([N-][O-])NC[O+](S)c1c[o+]c(S)c(CS)c1,1.0
CC([N-][O-])NC[O+](S)c1c[o+]c(S)c(CS)[o+]1,1.0
CC([N-][O-])NC[O+](S)c1c[o+]c(O)c(PS)c1,1.0
CC([N-][O-])NC[O+](S)c1[o+]pc(S)c(PO)[o+]1,1.0
CC([N-][O-])NC[O+](O)c1cpc(S)c([N-]O)c1,1.0
CC([N-][O-])NC[O+](O)c1cpc(S)c(PS)c1,1.0
CC([N-][O-])NC[O+](O)c1cpc(O)c([N-]S)[o+]1,1.0
CC([N-][O-])NC[O+](O)c1cpc(O)c(CS)c1,1.0
CC([N-][O-])NC[O+](O)c1ccc(S)c(PO)p1,1.0
CC([N-][O-])NC[O+](O)c1ccc(S)c(PO)[o+]1,1.0
CC([N-][O-])NC[O+](O)c1cc(PO)c(S)p[o+]1,1.0
CC([N-][NH-])NCC(S)c1ccc(S)c(CS)c1,1.0
CC([N-][NH-])NCC(S)c1ccc(O)c(CS)c1,1.0
CC([N-][NH-])NCC(O)c1ccc(S)c(CS)c1,1.0
CC([N-][N-][NH-])NCC(S)c1cpc(S)c(PS)c1,1.0
CC([N-][N-][NH-])NCC(S)c1c[o+]c(S)c(CO)c1,1.0
CC([N-][N-][NH-])NCC(O)c1ccc(O)c(CO)c1,1.0
CC([N-]P)NC[O+](S)c1c[o+]c(S)c(CS)c1,1.0
CC(S)c1cc(C(O)CNC(P)P)ccc1O,1.0
CC(S)c1cc(C(O)CNC(C)(C)C)ccc1O,1.0
CC(S)NC[O+](S)c1ccc(S)c(CS)c1,1.0
CC(S)NCC(S)c1cpc(S)c(CS)c1,1.0
CC(S)NCC(S)c1ccc(S)c(PS)c1,1.0
CC(S)NCC(S)c1ccc(O)c(CS)c1,1.0
CC(S)NCC(O)c1ccc(O)c(PO)c1,1.0
CC(S)NCC(O)c1ccc(O)c(CS)c1,1.0
CC(P)NC[O+](S)c1pcc(S)c(PS)p1,1.0
CC(P)NC[O+](S)c1pcc(S)c(PO)p1,1.0
CC(P)NC[O+](S)c1pcc(O)c(PS)p1,1.0
CC(P)NC[O+](S)c1cpc(S)c([N-]S)p1,1.0
CC(P)NC[O+](S)c1cpc(S)c([N-]S)c1,1.0
CC(P)NC[O+](S)c1cpc(S)c([N-]S)[o+]1,1.0
CC(P)NC[O+](S)c1cpc(S)c([N-]O)p1,1.0
CC(P)NC[O+](S)c1cpc(S)c([N-]O)c1,1.0
CC(P)NC[O+](S)c1cpc(S)c([N-]O)[o+]1,1.0
CC(P)NC[O+](S)c1cpc(S)c(PS)p1,1.0
CC(P)NC[O+](S)c1cpc(S)c(PS)c1,1.0
CC(P)NC[O+](S)c1cpc(S)c(PS)[o+]1,1.0
CC(P)NC[O+](S)c1cpc(S)c(PO)p1,1.0
CC(P)NC[O+](S)c1cpc(S)c(PO)c1,1.0
CC(P)NC[O+](S)c1cpc(S)c(PO)[o+]1,1.0
CC(P)NC[O+](S)c1cpc(S)c(CS)p1,1.0
CC(P)NC[O+](S)c1cpc(S)c(CS)c1,1.0
CC(P)NC[O+](S)c1cpc(S)c(CS)[o+]1,1.0
CC(P)NC[O+](S)c1cpc(S)c(CO)p1,1.0
CC(P)NC[O+](S)c1cpc(S)c(CO)c1,1.0
CC(P)NC[O+](S)c1cpc(S)c(CO)[o+]1,1.0
CC(P)NC[O+](S)c1cpc(O)c([N-]S)p1,1.0
CC(P)NC[O+](S)c1cpc(O)c([N-]S)c1,1.0
CC(P)NC[O+](S)c1cpc(O)c([N-]S)[o+]1,1.0
CC(P)NC[O+](S)c1cpc(O)c([N-]O)p1,1.0
CC(P)NC[O+](S)c1cpc(O)c([N-]O)c1,1.0
CC(P)NC[O+](S)c1cpc(O)c([N-]O)[o+]1,1.0
CC(P)NC[O+](S)c1cpc(O)c(PS)p1,1.0
CC(P)NC[O+](S)c1cpc(O)c(PS)c1,1.0
CC(P)NC[O+](S)c1cpc(O)c(PS)[o+]1,1.0
CC(P)NC[O+](S)c1cpc(O)c(PO)p1,1.0
CC(P)NC[O+](S)c1cpc(O)c(PO)c1,1.0
CC(P)NC[O+](S)c1cpc(O)c(PO)[o+]1,1.0
CC(P)NC[O+](S)c1cpc(O)c(CS)p1,1.0
CC(P)NC[O+](S)c1cpc(O)c(CS)c1,1.0
CC(P)NC[O+](S)c1cpc(O)c(CS)[o+]1,1.0
CC(P)NC[O+](S)c1cpc(O)c(CO)p1,1.0
CC(P)NC[O+](S)c1cpc(O)c(CO)c1,1.0
CC(P)NC[O+](S)c1ccc(S)c([N-]S)c1,1.0
CC(P)NC[O+](S)c1ccc(S)c([N-]S)[o+]1,1.0
CC(P)NC[O+](S)c1ccc(S)c([N-]O)c1,1.0
CC(P)NC[O+](S)c1ccc(S)c([N-]O)[o+]1,1.0
CC(P)NC[O+](S)c1ccc(S)c(PS)[o+]1,1.0
CC(P)NC[O+](S)c1ccc(S)c(PO)p1,1.0
CC(P)NC[O+](S)c1ccc(S)c(PO)[o+]1,1.0
CC(P)NC[O+](S)c1ccc(S)c(CS)p1,1.0
CC(P)NC[O+](S)c1ccc(S)c(CS)c1,1.0
CC(P)NC[O+](S)c1ccc(S)c(CS)[o+]1,1.0
CC(P)NC[O+](S)c1ccc(S)c(CO)p1,1.0
CC(P)NC[O+](S)c1ccc(S)c(CO)c1,1.0
CC(P)NC[O+](S)c1ccc(S)c(CO)[o+]1,1.0
CC(P)NC[O+](S)c1ccc(O)c([N-]S)c1,1.0
CC(P)NC[O+](S)c1ccc(O)c([N-]O)c1,1.0
CC(P)NC[O+](S)c1ccc(O)c([N-]O)[o+]1,1.0
CC(P)NC[O+](S)c1ccc(O)c(PS)c1,1.0
CC(P)NC[O+](S)c1ccc(O)c(PS)[o+]1,1.0
CC(P)NC[O+](S)c1ccc(O)c(PO)p1,1.0
CC(P)NC[O+](S)c1ccc(O)c(PO)c1,1.0
CC(P)NC[O+](S)c1cc(PS)c(S)cp1,1.0
CC(P)NC[O+](S)c1cc(CO)c(S)p[o+]1,1.0
CC(P)NC[O+](S)c1c[o+]c(S)c(PS)c1,1.0
CC(P)NC[O+](S)c1c[o+]c(S)c(CS)c1,1.0
CC(P)NC[O+](S)c1c[o+]c(S)c(CS)[o+]1,1.0
CC(P)NC[O+](S)c1c[o+]c(O)c(CS)c1,1.0
CC(P)NC[O+](S)c1c[o+]c(O)c(CS)[o+]1,1.0
CC(P)NC[O+](S)c1[o+]pc(S)c(PO)[o+]1,1.0
CC(P)NC[O+](S)c1[o+]pc(O)c(PO)[o+]1,1.0
CC(P)NC[O+](O)c1cpc(S)c([N-]O)c1,1.0
CC(P)NC[O+](O)c1cpc(S)c(PO)[o+]1,1.0
CC(P)NC[O+](O)c1cpc(O)c(CO)c1,1.0
CC(P)NC[O+](O)c1ccc(S)c([N-]S)c1,1.0
CC(P)NC[O+](O)c1ccc(S)c(PO)p1,1.0
CC(P)NC[O+](O)c1ccc(S)c(CO)c1,1.0
CC(P)NCP(S)c1cpc(S)c(CO)c1,1.0
CC(P)NCP(S)c1cpc(O)c([N-]S)c1,1.0
CC(P)NCP(S)c1cpc(O)c(PO)c1,1.0
CC(P)NCP(S)c1ccc(S)c([N-]O)c1,1.0
CC(P)NCP(S)c1ccc(S)c(PO)c1,1.0
CC(P)NCP(S)c1ccc(O)c(PS)c1,1.0
CC(P)NCNC[O+](S)c1ccc(S)c(CS)c1,1.0
CC(P)NCCC(S)c1ccc(S)c(PS)c1,1.0
CC(P)NCC(S)c1pcc(S)c(CO)p1,1.0
CC(P)NCC(S)c1cpc(S)c([N-]S)c1,1.0
CC(P)NCC(S)c1cpc(S)c([N-]O)c1,1.0
CC(P)NCC(S)c1cpc(S)c(PS)c1,1.0
CC(P)NCC(S)c1cpc(S)c(PO)c1,1.0
CC(P)NCC(S)c1cpc(S)c(CS)c1,1.0
CC(P)NCC(S)c1cpc(S)c(CS)[o+]1,1.0
CC(P)NCC(S)c1cpc(O)c(PO)c1,1.0
CC(P)NCC(S)c1cpc(O)c(CS)c1,1.0
CC(P)NCC(S)c1ccc(S)c(PS)c1,1.0
CC(P)NCC(S)c1ccc(S)c(PO)c1,1.0
CC(P)NCC(S)c1ccc(S)c(CS)c1,1.0
CC(P)NCC(S)c1ccc(S)c(CO)c1,1.0
CC(P)NCC(S)c1ccc(O)c([N-]S)c1,1.0
CC(P)NCC(S)c1ccc(O)c([N-]S)[o+]1,1.0
CC(P)NCC(S)c1ccc(O)c(PS)c1,1.0
CC(P)NCC(S)c1ccc(O)c(PO)c1,1.0
CC(P)NCC(S)c1ccc(O)c(PN)c1,1.0
CC(P)NCC(S)c1ccc(O)c(CS)c1,1.0
CC(P)NCC(S)c1ccc(O)c(CO)c1,1.0
CC(P)NCC(S)c1cc(CS)c(S)p[o+]1,1.0
CC(P)NCC(S)c1c[o+]c(S)c(CS)c1,1.0
CC(P)NCC(O)c1cpc(S)c(CS)c1,1.0
CC(P)NCC(O)c1ccc(S)c(CS)c1,1.0
CC(P)NCC(O)c1ccc(S)c(CO)c1,1.0
CC(P)NCC(O)c1ccc(PO)c(O)c1,1.0
CC(P)NCC(O)c1ccc(O)c(PS)c1,1.0
CC(P)NCC(O)c1ccc(O)c(PO)c1,1.0
CC(P)NCC(O)c1ccc(O)c(PN)c1,1.0
CC(P)NCC(O)c1ccc(O)c(CS)c1,1.0
CC(P)NCC(O)c1ccc(O)c(CO)c1,1.0
CC(P)NCC(O)c1cc(PO)ccc1O,1.0
CC(P)CNCC(S)c1cpc(S)c(CS)c1,1.0
CC(P)CNCC(O)c1ccc(O)c(PO)c1,1.0
CC(P)C(P)NCC(O)c1ccc(O)c(CS)c1,1.0
CC(P)C(P)(P)NCC(O)c1ccc(O)c(PO)c1,1.0
CC(P)C(O)NCC(O)c1ccc(O)c(CS)c1,1.0
CC(P)([N-][O-])NC[O+](S)c1cpc(S)c([N-]S)[o+]1,1.0
CC(P)([N-][O-])NC[O+](S)c1cpc(S)c([N-]O)c1,1.0
CC(P)([N-][O-])NC[O+](S)c1cpc(O)c([N-]S)p1,1.0
CC(P)([N-][O-])NC[O+](S)c1cpc(O)c([N-]O)c1,1.0
CC(P)([N-][O-])NC[O+](S)c1cpc(O)c(PS)[o+]1,1.0
CC(P)([N-][O-])NC[O+](S)c1cpc(O)c(PO)c1,1.0
CC(P)([N-][O-])NC[O+](S)c1ccc(O)c(CS)[o+]1,1.0
CC(P)(P)NCC(O)C(P)c1ccc(O)c(PN)c1,1.0
CC(P)(P)NCC(O)C(O)c1ccc(O)c(PN)c1,1.0
CC(P)(NC[O+](S)c1cpc(S)c([N-]O)c1)P[O-],1.0
CC(P)(NC[O+](S)c1cpc(S)c(PS)[o+]1)P[O-],1.0
CC(P)(NC[O+](S)c1cpc(O)c(CO)c1)P[O-],1.0
CC(P)(NC[O+](S)c1ccc(S)c(PS)c1)PP,1.0
CC(P)(NCC(S)c1ccc(S)c(PS)c1)P[O-],1.0
CC(P)(NCC(O)c1ccc(O)c(PO)c1)SO,1.0
CC(P)(CO)NCC(S)c1cc([N-]S)ccc1S,1.0
CC(P)(CO)NCC(S)c1cc(P)ccc1S,1.0
CC(P)(CO)NCC(S)c1cc(CO)ccc1O,1.0
CC(P)(CO)NCC(O)c1ccc(O)c(PO)c1,1.0
CC(P)(CN)NCC(O)c1ccc(O)c(CS)c1,1.0
CC(P)(CN)NCC(O)c1ccc(O)c(CO)c1,1.0
CC(O)c1cccc(O)c1C(O)CNC(C)(C)C,1.0
