smiles,aripiprazole-similarity
OOSC=C=C1CCc2ccc(OCCCCCN3CCN(c4cccc(Cl)c4[SH]=[SH])CC3)cc2N1,0.8547008547008548
OCc1cccc(N2CCN(CCCCOc3ccc4c(c3)NC(=C[SH]=[SH]O[SH]=[SH])CC4)CC2)c1Cl,0.8547008547008548
OCc1cccc(N2CCN(CCCCOc3ccc4c(c3)NC(=CCN[SH][N+]#[SH])CC4)CC2)c1Cl,0.8547008547008548
OCc1cccc(N2CCN(CCCCOc3ccc4c(c3)NC(=C=C=N[N+]C=[SH])CC4)CC2)c1Cl,0.8547008547008548
OCc1cccc(N2CCN(CCCCCCCOc3ccc4c(c3)NC(=NCS)CC4)CC2)c1Cl,0.8547008547008548
OCc1c(Cl)cccc1N1CCN(CCCCOc2ccc3c(c2)NC(=C[SH]=[SH]O[SH]=[SH])CC3)CC1,0.8547008547008548
OCc1c(Cl)cccc1N1CCN(CCCCCOc2ccc3c(c2)NC(=C[SH]C=NS)CC3)CC1,0.8547008547008548
OCc1c(Cl)cccc1N1CCN(CCCCCOc2ccc3c(c2)NC(=C[SH]=CSO)CC3)CC1,0.8547008547008548
OCNC=C1CCc2ccc(OCCCCCCN3CCN(c4cccc(Cl)c4CO)CC3)cc2N1,0.8547008547008548
OC1=[SH]c2cc(OCCCCOCCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)ccc2CC1,0.8547008547008548
OC1=[SH]c2cc(OCCCCN3CCN(N4CCN(c5cccc(Cl)c5Cl)CC4)CC3)ccc2CC1,0.8547008547008548
O=C1CNc2cc(OCCCCN3CCN(CN4CCN(c5cccc(Cl)c5Cl)CC4)CC3)ccc21,0.8547008547008548
O=C1CNNc2cc(OCCCCN3CCN(N4CCN(c5cccc(Cl)c5Cl)CC4)CC3)ccc21,0.8547008547008548
Nc1c(Cl)cccc1N1CCN(CCCCCCOc2ccc3c(c2)NC(=C=[SH]C=[SH][O-])CC3)CC1,0.8547008547008548
N[SH]C=C1CCc2ccc(OCCCCCCN3CCN(c4cccc([N+]C=[SH])c4Cl)CC3)cc2N1,0.8547008547008548
NCc1cccc(N2CCN(CCCCOc3ccc4c(c3)NC(=C[SH][SH][SH][N+]=[SH])CC4)CC2)c1Cl,0.8547008547008548
NCc1cccc(N2CCN(CCCCOc3ccc4c(c3)NC(=C=[SH]SC=[SH]S)CC4)CC2)c1Cl,0.8547008547008548
NCc1cccc(N2CCN(CCCCCOc3ccc4c(c3)NC(=C[SH][SH][SH]=[SH])CC4)CC2)c1Cl,0.8547008547008548
NCc1cccc(N2CCN(CCCCCCOc3ccc4c(c3)NC(=N[SH][SH]=[SH])CC4)CC2)c1Cl,0.8547008547008548
NCc1cccc(N2CCN(CCCCCCOc3ccc4c(c3)NC(=C=[SH][N+]#[SH])CC4)CC2)c1Cl,0.8547008547008548
NCc1c(Cl)cccc1N1CCN(CCCCOc2ccc3c(c2)NC(=CO[SH]=[SH][N+]=[SH])CC3)CC1,0.8547008547008548
NCc1c(Cl)cccc1N1CCN(CCCCOc2ccc3c(c2)NC(=C=[SH]=[SH][SH][SH]=[SH])CC3)CC1,0.8547008547008548
NCc1c(Cl)cccc1N1CCN(CCCCOc2ccc3c(c2)NC(=C=CN[N+]C=[SH])CC3)CC1,0.8547008547008548
NCc1c(Cl)cccc1N1CCN(CCCCCOc2ccc3c(c2)NC(=CC[SH][SH]=[SH])CC3)CC1,0.8547008547008548
N#Cc1cccc(N2CCN(CCCCOc3ccc4c(c3)NC(=C[SH]N=[SH][SH]=[SH])CC4)CC2)c1Cl,0.8547008547008548
N#Cc1cccc(N2CCN(CCCCOc3ccc4c(c3)NC(=CNC=[SH][N+]=[SH])CC4)CC2)c1Cl,0.8547008547008548
N#Cc1cccc(N2CCN(CCCCOc3ccc4c(c3)NC(=C=[SH][SH][SH][SH]=[SH])CC4)CC2)c1Cl,0.8547008547008548
N#Cc1cccc(N2CCN(CCCCOc3ccc4c(c3)NC(=C=[SH]=[SH][SH][SH]=[SH])CC4)CC2)c1Cl,0.8547008547008548
N#Cc1cccc(N2CCN(CCCCCOc3ccc4c(c3)NC(=CO[SH][N+]=[SH])CC4)CC2)c1Cl,0.8547008547008548
N#Cc1cccc(N2CCN(CCCCCOc3ccc4c(c3)NC(=C=[SH]C[N+]=[SH])CC4)CC2)c1Cl,0.8547008547008548
N#Cc1cccc(N2CCN(CCCCCOc3ccc4c(c3)NC(=C=COC=[SH])CC4)CC2)c1Cl,0.8547008547008548
N#Cc1cccc(N2CCN(CCCCCOc3ccc4c(c3)NC(=C3N[SH]3[N+]=[SH])CC4)CC2)c1Cl,0.8547008547008548
N#Cc1c(Cl)cccc1N1CCN(CCCCOc2ccc3c(c2)NC(=N[SH][SH][SH][SH]=[SH])CC3)CC1,0.8547008547008548
N#Cc1c(Cl)cccc1N1CCN(CCCCOc2ccc3c(c2)NC(=CS[SH][SH][N+]=[SH])CC3)CC1,0.8547008547008548
N#Cc1c(Cl)cccc1N1CCN(CCCCOc2ccc3c(c2)NC(=CNC=[SH][N+]=[SH])CC3)CC1,0.8547008547008548
N#Cc1c(Cl)cccc1N1CCN(CCCCOc2ccc3c(c2)NC(=C=[SH]S[SH][N+]=[SH])CC3)CC1,0.8547008547008548
N#Cc1c(Cl)cccc1N1CCN(CCCCOc2ccc3c(c2)NC(=C=CO[SH][N+]=[SH])CC3)CC1,0.8547008547008548
N#Cc1c(Cl)cccc1N1CCN(CCCCOc2ccc3c(c2)NC(=C=C=N[N+]C=[SH])CC3)CC1,0.8547008547008548
N#Cc1c(Cl)cccc1N1CCN(CCCCCOc2ccc3c(c2)NC(=C=[SH][SH][SH]=[SH])CC3)CC1,0.8547008547008548
N#Cc1c(Cl)cccc1N1CCN(CCCCCOc2ccc3c(c2)NC(=C=[SH][SH][N+]=[SH])CC3)CC1,0.8547008547008548
N#Cc1c(Cl)cccc1N1CCN(CCCCCCOc2ccc3c(c2)NC(=CCCS)CC3)CC1,0.8547008547008548
N#Cc1c(Cl)cccc1N1CCN(CCCCCCOc2ccc3c(c2)NC(=C=[SH][N+]#[SH])CC3)CC1,0.8547008547008548
N#Cc1c(Cl)cccc1N1CCN(CCCCCCOc2ccc3c(c2)NC(=C=C[N+]=[SH])CC3)CC1,0.8547008547008548
N#Cc1c(Cl)cccc1N1CCN(CCCCCCCOc2ccc3c(c2)NC(=C[N+]=[SH])CC3)CC1,0.8547008547008548
Clc1cccc(-c2c(Cl)cccc2N2CCN(CCCCOc3ccc4c(c3)NSCC4)CC2)c1Cl,0.8547008547008548
Clc1cccc(-c2c(Cl)cccc2N2CCN(CCCCCOc3ccc4c(c3)NCC4)CC2)c1Cl,0.8547008547008548
Cc1cccc(N2CCN(CCCCCCOc3ccc4c(c3)NC(=C=[SH][SH][SH]=[SH])CC4)CC2)c1Cl,0.8547008547008548
Cc1cccc(N2CCN(CCCCCCCOc3ccc4c(c3)NC(=C=[SH][SH]S)CC4)CC2)c1Cl,0.8547008547008548
Cc1c(Cl)cccc1N1CCN(CCCCCOc2ccc3c(c2)NC(=CN[SH][N+]OS)CC3)CC1,0.8547008547008548
Cc1c(-c2cccc(Cl)c2Cl)cccc1N1CCN(CCCCCOc2ccc3c(c2)NCC3)CC1,0.8547008547008548
CSC[SH]C=C1CCc2ccc(OCCCCCN3CCN(c4cccc(Cl)c4CN)CC3)cc2N1,0.8547008547008548
CS1=CCc2ccc(OCCCCN3CCN(C4=CCN(c5cccc(Cl)c5Cl)CC4)CC3)cc2N1,0.8547008547008548
COc1cccc(N2CCN(CCCCOc3ccc4c(c3)NC(=[SH]S[SH][SH][SH]=[SH])CC4)CC2)c1Cl,0.8547008547008548
COc1cccc(N2CCN(CCCCOc3ccc4c(c3)NC(=C[SH][SH]=[SH][SH]=[SH])CC4)CC2)c1Cl,0.8547008547008548
COc1cccc(N2CCN(CCCCOc3ccc4c(c3)NC(=CS[SH][SH][N+]=[SH])CC4)CC2)c1Cl,0.8547008547008548
COc1cccc(N2CCN(CCCCOc3ccc4c(c3)NC(=C=[SH]=[SH][SH][SH]=[SH])CC4)CC2)c1Cl,0.8547008547008548
COc1cccc(N2CCN(CCCCCOc3ccc4c(c3)NC(=CN[SH][SH]=[SH])CC4)CC2)c1Cl,0.8547008547008548
COc1cccc(N2CCN(CCCCCOc3ccc4c(c3)NC(=C=[SH][SH][N+]=[SH])CC4)CC2)c1Cl,0.8547008547008548
COc1cccc(N2CCN(CCCCCCOc3ccc4c(c3)NC(=C[SH][N+]=[SH])CC4)CC2)c1Cl,0.8547008547008548
COc1c(Cl)cccc1N1CCN(CCCCOc2ccc3c(c2)NC(=C[SH][SH][SH][SH]=[SH])CC3)CC1,0.8547008547008548
COc1c(Cl)cccc1N1CCN(CCCCOc2ccc3c(c2)NC(=C[SH][SH][SH][N+]=[SH])CC3)CC1,0.8547008547008548
COc1c(Cl)cccc1N1CCN(CCCCOc2ccc3c(c2)NC(=C[SH][SH][N+]N=[SH])CC3)CC1,0.8547008547008548
COc1c(Cl)cccc1N1CCN(CCCCOc2ccc3c(c2)NC(=CO[SH]=[SH][N+]=[SH])CC3)CC1,0.8547008547008548
COc1c(Cl)cccc1N1CCN(CCCCOc2ccc3c(c2)NC(=C=CO[SH][N+]=[SH])CC3)CC1,0.8547008547008548
COc1c(Cl)cccc1N1CCN(CCCCCOc2ccc3c(c2)NC(=N[SH][SH][SH]=[SH])CC3)CC1,0.8547008547008548
COc1c(Cl)cccc1N1CCN(CCCCCOc2ccc3c(c2)NC(=C[SH][SH][SH]=[SH])CC3)CC1,0.8547008547008548
COc1c(Cl)cccc1N1CCN(CCCCCOc2ccc3c(c2)NC(=C[SH]N[SH]=[SH])CC3)CC1,0.8547008547008548
COc1c(Cl)cccc1N1CCN(CCCCCOc2ccc3c(c2)NC(=CS[SH][N+]=[SH])CC3)CC1,0.8547008547008548
COc1c(Cl)cccc1N1CCN(CCCCCOc2ccc3c(c2)NC(=CO[SH][N+]=[SH])CC3)CC1,0.8547008547008548
COc1c(Cl)cccc1N1CCN(CCCCCCOc2ccc3c(c2)NC(=C[SH][SH]=[SH])CC3)CC1,0.8547008547008548
COc1c(Cl)cccc1N1CCN(CCCCCCOc2ccc3c(c2)NC(=CCSS)CC3)CC1,0.8547008547008548
COc1c(Cl)cccc1N1CCN(CCCCCCOc2ccc3c(c2)NC(=C=[SH][N+]#[SH])CC3)CC1,0.8547008547008548
CCc1cccc(N2CCN(CCCCOc3ccc4c(c3)NC(=C[SH][SH][SH][SH]=[SH])CC4)CC2)c1Cl,0.8547008547008548
CCc1cccc(N2CCN(CCCCOc3ccc4c(c3)NC(=C[SH]=[SH][SH][N+]=[SH])CC4)CC2)c1Cl,0.8547008547008548
CCc1cccc(N2CCN(CCCCOc3ccc4c(c3)NC(=CO[SH][SH][N+]=[SH])CC4)CC2)c1Cl,0.8547008547008548
CCc1cccc(N2CCN(CCCCOc3ccc4c(c3)NC(=CO[SH]=[SH][SH]=[SH])CC4)CC2)c1Cl,0.8547008547008548
CCc1cccc(N2CCN(CCCCOc3ccc4c(c3)NC(=CON[SH][N+]=[SH])CC4)CC2)c1Cl,0.8547008547008548
CCc1cccc(N2CCN(CCCCOc3ccc4c(c3)NC(=CC=[SH]=[SH][SH]=[SH])CC4)CC2)c1Cl,0.8547008547008548
CCc1cccc(N2CCN(CCCCCOc3ccc4c(c3)NC(=C[SH]=N[N+]=[SH])CC4)CC2)c1Cl,0.8547008547008548
CCc1cccc(N2CCN(CCCCCCOc3ccc4c(c3)NC(=[SH][N+]C=[SH])CC4)CC2)c1Cl,0.8547008547008548
CCc1cccc(N2CCN(CCCCCCOc3ccc4c(c3)NC(=CCCP)CC4)CC2)c1Cl,0.8547008547008548
CCc1cccc(N2CCN(CCCCCCOc3ccc4c(c3)NC(=C=[SH][N+]#[SH])CC4)CC2)c1Cl,0.8547008547008548
CCc1c(Cl)cccc1N1CCN(CCCCOc2ccc3c(c2)NC(=C[SH][SH][SH][SH]=[SH])CC3)CC1,0.8547008547008548
CCc1c(Cl)cccc1N1CCN(CCCCOc2ccc3c(c2)NC(=CSN=[SH][N+]=[SH])CC3)CC1,0.8547008547008548
CCc1c(Cl)cccc1N1CCN(CCCCOc2ccc3c(c2)NC(=CO[SH][SH][N+]=[SH])CC3)CC1,0.8547008547008548
CCc1c(Cl)cccc1N1CCN(CCCCOc2ccc3c(c2)NC(=CON=[SH][N+]=[SH])CC3)CC1,0.8547008547008548
CCc1c(Cl)cccc1N1CCN(CCCCOc2ccc3c(c2)NC(=CCS[SH]SF)CC3)CC1,0.8547008547008548
CCc1c(Cl)cccc1N1CCN(CCCCOc2ccc3c(c2)NC(=C=CSN[PH]#[SH])CC3)CC1,0.8547008547008548
CCc1c(Cl)cccc1N1CCN(CCCCCOc2ccc3c(c2)NC(=C[SH][SH][SH]=[SH])CC3)CC1,0.8547008547008548
CCc1c(Cl)cccc1N1CCN(CCCCCOc2ccc3c(c2)NC(=CCS[SH]S)CC3)CC1,0.8547008547008548
CCc1c(Cl)cccc1N1CCN(CCCCCCCOc2ccc3c(c2)NC(=C=CP)CC3)CC1,0.8547008547008548
C=Cc1cccc(N2CCN(CCCCOc3ccc4c(c3)NC(=C[SH][SH][SH][SH]=[SH])CC4)CC2)c1Cl,0.8547008547008548
C=Cc1cccc(N2CCN(CCCCOc3ccc4c(c3)NC(=C[SH][SH]=[SH][SH]=[SH])CC4)CC2)c1Cl,0.8547008547008548
C=Cc1cccc(N2CCN(CCCCOc3ccc4c(c3)NC(=C[SH]C[SH][N+]=[SH])CC4)CC2)c1Cl,0.8547008547008548
C=Cc1cccc(N2CCN(CCCCOc3ccc4c(c3)NC(=CS[SH][SH][N+]=[SH])CC4)CC2)c1Cl,0.8547008547008548
C=Cc1cccc(N2CCN(CCCCOc3ccc4c(c3)NC(=CO[SH][SH][N+]=[SH])CC4)CC2)c1Cl,0.8547008547008548
C=Cc1cccc(N2CCN(CCCCOc3ccc4c(c3)NC(=CC=[SH]=[SH][SH]=[SH])CC4)CC2)c1Cl,0.8547008547008548
C=Cc1cccc(N2CCN(CCCCCOc3ccc4c(c3)NC(=C[SH][SH][SH]=[SH])CC4)CC2)c1Cl,0.8547008547008548
C=Cc1cccc(N2CCN(CCCCCOc3ccc4c(c3)NC(=C[SH][SH][N+]=[SH])CC4)CC2)c1Cl,0.8547008547008548
C=Cc1cccc(N2CCN(CCCCCOc3ccc4c(c3)NC(=C[SH]=[SH][N+]=[SH])CC4)CC2)c1Cl,0.8547008547008548
C=Cc1cccc(N2CCN(CCCCCOc3ccc4c(c3)NC(=C=COC=[SH])CC4)CC2)c1Cl,0.8547008547008548
C=Cc1cccc(N2CCN(CCCCCCOc3ccc4c(c3)NC(=C=[SH]SS)CC4)CC2)c1Cl,0.8547008547008548
C=Cc1c(Cl)cccc1N1CCN(CCCCOc2ccc3c(c2)NC(=[SH]S[SH][SH][SH]=[SH])CC3)CC1,0.8547008547008548
C=Cc1c(Cl)cccc1N1CCN(CCCCOc2ccc3c(c2)NC(=N[SH]=C[SH][SH]=[SH])CC3)CC1,0.8547008547008548
C=Cc1c(Cl)cccc1N1CCN(CCCCOc2ccc3c(c2)NC(=C[SH]=[SH]=N[N+]=[SH])CC3)CC1,0.8547008547008548
C=Cc1c(Cl)cccc1N1CCN(CCCCOc2ccc3c(c2)NC(=CO[SH]=[SH][SH]=[SH])CC3)CC1,0.8547008547008548
C=Cc1c(Cl)cccc1N1CCN(CCCCOc2ccc3c(c2)NC(=C=CO[SH][N+]=[SH])CC3)CC1,0.8547008547008548
C=Cc1c(Cl)cccc1N1CCN(CCCCCOc2ccc3c(c2)NC(=C[SH][SH][SH]=[SH])CC3)CC1,0.8547008547008548
C=Cc1c(Cl)cccc1N1CCN(CCCCCOc2ccc3c(c2)NC(=CO[SH][N+]=[SH])CC3)CC1,0.8547008547008548
C=Cc1c(Cl)cccc1N1CCN(CCCCCOc2ccc3c(c2)NC(=C=[SH][SH][SH]=[SH])CC3)CC1,0.8547008547008548
C=Cc1c(Cl)cccc1N1CCN(CCCCCOc2ccc3c(c2)NC(=C=[SH][SH][N+]=[SH])CC3)CC1,0.8547008547008548
C=Cc1c(Cl)cccc1N1CCN(CCCCCCOc2ccc3c(c2)NC(=[SH]CSS)CC3)CC1,0.8547008547008548
C=C[SH]=C[SH]=C1CCc2ccc(OCCC=CCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1,0.8547008547008548
C#Cc1cccc(N2CCN(CCCCOc3ccc4c(c3)NC(=[SH]S[SH][SH][SH]=[SH])CC4)CC2)c1Cl,0.8547008547008548
C#Cc1cccc(N2CCN(CCCCOc3ccc4c(c3)NC(=C[SH][SH][SH][SH]=[SH])CC4)CC2)c1Cl,0.8547008547008548
C#Cc1cccc(N2CCN(CCCCOc3ccc4c(c3)NC(=C[SH]N=[SH][SH]=[SH])CC4)CC2)c1Cl,0.8547008547008548
C#Cc1cccc(N2CCN(CCCCOc3ccc4c(c3)NC(=CS[SH][SH][SH]=[SH])CC4)CC2)c1Cl,0.8547008547008548
C#Cc1cccc(N2CCN(CCCCOc3ccc4c(c3)NC(=CS[SH][SH][N+]=[SH])CC4)CC2)c1Cl,0.8547008547008548
C#Cc1cccc(N2CCN(CCCCOc3ccc4c(c3)NC(=CN=[SH][SH][SH]=[SH])CC4)CC2)c1Cl,0.8547008547008548
C#Cc1cccc(N2CCN(CCCCCOc3ccc4c(c3)NC(=C[SH][SH][SH]=[SH])CC4)CC2)c1Cl,0.8547008547008548
C#Cc1cccc(N2CCN(CCCCCOc3ccc4c(c3)NC(=C=[SH][SH][SH]=[SH])CC4)CC2)c1Cl,0.8547008547008548
C#Cc1cccc(N2CCN(CCCCCOc3ccc4c(c3)NC(=C=C[N+]C=[SH])CC4)CC2)c1Cl,0.8547008547008548
C#Cc1cccc(N2CCN(CCCCCCOc3ccc4c(c3)NC(=C=C[N+]=[SH])CC4)CC2)c1Cl,0.8547008547008548
C#Cc1c(Cl)cccc1N1CCN(CCCCOc2ccc3c(c2)NC(=[SH]S[SH][SH][SH]=[SH])CC3)CC1,0.8547008547008548
C#Cc1c(Cl)cccc1N1CCN(CCCCOc2ccc3c(c2)NC(=C[SH][SH][SH][N+]=[SH])CC3)CC1,0.8547008547008548
C#Cc1c(Cl)cccc1N1CCN(CCCCOc2ccc3c(c2)NC(=C[SH]=[SH][SH][SH]=[SH])CC3)CC1,0.8547008547008548
C#Cc1c(Cl)cccc1N1CCN(CCCCOc2ccc3c(c2)NC(=CN[SH]=[SH][SH]=[SH])CC3)CC1,0.8547008547008548
C#Cc1c(Cl)cccc1N1CCN(CCCCCOc2ccc3c(c2)NC(=C[SH][SH][N+]=[SH])CC3)CC1,0.8547008547008548
C#Cc1c(Cl)cccc1N1CCN(CCCCCOc2ccc3c(c2)NC(=CO[SH][N+]=[SH])CC3)CC1,0.8547008547008548
C#Cc1c(Cl)cccc1N1CCN(CCCCCOc2ccc3c(c2)NC(=CCS[SH]S)CC3)CC1,0.8547008547008548
C#Cc1c(Cl)cccc1N1CCN(CCCCCOc2ccc3c(c2)NC(=C=[SH][SH][SH]=[SH])CC3)CC1,0.8547008547008548
C#Cc1c(Cl)cccc1N1CCN(CCCCCCOc2ccc3c(c2)NC(=C[N+]C=[SH])CC3)CC1,0.8547008547008548
Sc1cccc(N2CCN(CCCCOc3ccc4c(c3)PCC4)CC2)c1Cl,0.854368932038835
Oc1cccc(N2CCN(CCCOc3ccc4c(c3)NSCC4)CC2)c1Cl,0.854368932038835
Oc1c(Cl)cccc1N1CCN(CCCOc2ccc3c(c2)NOCC3)CC1,0.854368932038835
O=C1CNc2cc(OCCCCN3CCN(c4ccccc4Cl)CC3)ccc21,0.854368932038835
N#Cc1cccc(N2CCN(CCCOc3ccc4c(c3)NCC4)CC2)c1Cl,0.854368932038835
Clc1cccc(N2CCN(OCCCOc3ccc4c(c3)NCC4)CC2)c1Cl,0.854368932038835
Clc1cccc(N2CCN(CCCOc3ccc4c(c3)NOC=C4)CC2)c1Cl,0.854368932038835
Clc1cccc(N2CCN(CCCOc3ccc4c(c3)N=NOC4)CC2)c1Cl,0.854368932038835
Clc1cccc(N2CCN(CCCOCc3ccc4c(c3)NCC4)CC2)c1Cl,0.854368932038835
Clc1cccc(N2CCN(CCCCc3ccc4c(c3)NOCC4)CC2)c1Cl,0.854368932038835
Clc1cccc(N2CCN(CCCCOc3ccc4c(c3)OCC4)CC2)c1Br,0.854368932038835
Clc1cccc(N2CCN(CCCCNc3ccc4c(c3)NCC4)CC2)c1Cl,0.854368932038835
Clc1cccc(N2CCN(CCCCCc3ccc4c(c3)NCC4)CC2)c1Cl,0.854368932038835
Clc1c(Br)cccc1N1CCN(CCCOc2ccc3c(c2)NOCC3)CC1,0.854368932038835
Cc1cccc(N2CCN(CCCOc3ccc4c(c3)NOCC4)CC2)c1Cl,0.854368932038835
Cc1c(Cl)cccc1N1CCN(CCCOc2ccc3c(c2)NSCC3)CC1,0.854368932038835
Cc1c(Cl)cccc1N1CCN(CCCOc2ccc3c(c2)NOCC3)CC1,0.854368932038835
COc1cccc(N2CCN(CCCOc3ccc4c(c3)NCC4)CC2)c1Cl,0.854368932038835
C#Cc1c(Cl)cccc1N1CCN(CCCOc2ccc3c(c2)NCC3)CC1,0.854368932038835
O=CCC=C1CCc2ccc(OCCCN3C=C(OCCCCN4CCN(c5cccc(Cl)c5Cl)CC4)CC3)cc2N1,0.8541666666666666
O=CC=C1CCc2ccc(OCCCCN3CCN(CCCCN4CCN(c5cccc(Cl)c5Cl)CC4)CC3)cc2N1,0.8541666666666666
O=CC=C1CCc2ccc(OCCCCN3CC=C(OCCCCN4CCN(c5cccc(Cl)c5Cl)CC4)C3)cc2N1,0.8541666666666666
[SH]=[SH][SH][SH][SH]N=C1CCc2ccc(OCCCCN3CCN(c4ccccc4Cl)CC3)cc2N1,0.8538011695906432
[SH]=[SH][SH][SH][SH]C=C1CCc2ccc(OCCCCN3CCN(c4ccccc4Cl)CC3)cc2N1,0.8538011695906432
[SH]=[SH][SH][SH][SH]=C=C1CCc2ccc(OCCCCN3CCN(c4ccccc4Cl)CC3)cc2N1,0.8538011695906432
[SH]=[SH][SH][SH]S[SH]=C1CCc2ccc(OCCCCN3CCN(c4ccccc4Cl)CC3)cc2N1,0.8538011695906432
[SH]=[SH][SH][SH]SC=C1CCc2ccc(OCCCCN3CCN(c4ccccc4Cl)CC3)cc2N1,0.8538011695906432
[SH]=[SH][SH][SH]N=C1CCc2ccc(OCCCCCN3CCN(c4ccccc4Cl)CC3)cc2N1,0.8538011695906432
[SH]=[SH][SH][SH]C=C1CCc2ccc(OCCCCCN3CCN(c4ccccc4Cl)CC3)cc2N1,0.8538011695906432
[SH]=[SH][SH][SH]=[SH]N=C1CCc2ccc(OCCCCN3CCN(c4ccccc4Cl)CC3)cc2N1,0.8538011695906432
[SH]=[SH][SH][SH]=[SH]C=C1CCc2ccc(OCCCCN3CCN(c4ccccc4Cl)CC3)cc2N1,0.8538011695906432
[SH]=[SH][SH][SH]=[SH]=C=C1CCc2ccc(OCCCCN3CCN(c4ccccc4Cl)CC3)cc2N1,0.8538011695906432
[SH]=[SH][SH][SH]=C=C1CCc2ccc(OCCCCCN3CCN(c4ccccc4Cl)CC3)cc2N1,0.8538011695906432
[SH]=[SH][SH]N=C1CCc2ccc(OCCCCCCN3CCN(c4ccccc4Cl)CC3)cc2N1,0.8538011695906432
[SH]=[SH][SH]C[SH]N=C1CCc2ccc(OCCCCN3CCN(c4ccccc4Cl)CC3)cc2N1,0.8538011695906432
[SH]=[SH][SH]CC=C1CCc2ccc(OCCCCCN3CCN(c4ccccc4Cl)CC3)cc2N1,0.8538011695906432
[SH]=[SH][SH]C=C1CCc2ccc(OCCCCCCN3CCN(c4ccccc4Cl)CC3)cc2N1,0.8538011695906432
[SH]=[SH][SH]=[SH][SH]C=C1CCc2ccc(OCCCCN3CCN(c4ccccc4Cl)CC3)cc2N1,0.8538011695906432
[SH]=[SH][SH]=[SH]NC=C1CCc2ccc(OCCCCN3CCN(c4ccccc4Cl)CC3)cc2N1,0.8538011695906432
[SH]=[SH][SH]=[SH]N=C1CCc2ccc(OCCCCCN3CCN(c4ccccc4Cl)CC3)cc2N1,0.8538011695906432
[SH]=[SH][SH]=[SH]=[SH]C=C1CCc2ccc(OCCCCN3CCN(c4ccccc4Cl)CC3)cc2N1,0.8538011695906432
[SH]=[SH][SH]=[SH]=CC=C1CCc2ccc(OCCCCN3CCN(c4ccccc4Cl)CC3)cc2N1,0.8538011695906432
[SH]=[SH]OC=C1CCc2ccc(OCCCCCCN3CCN(c4ccccc4Cl)CC3)cc2N1,0.8538011695906432
[SH]=[N+][SH][SH][SH]C=C1CCc2ccc(OCCCCN3CCN(c4ccccc4Cl)CC3)cc2N1,0.8538011695906432
[SH]=[N+][SH][SH]SC=C1CCc2ccc(OCCCCN3CCN(c4ccccc4Cl)CC3)cc2N1,0.8538011695906432
[SH]=[N+][SH][SH]OC=C1CCc2ccc(OCCCCN3CCN(c4ccccc4Cl)CC3)cc2N1,0.8538011695906432
[SH]=[N+][SH][SH]CC=C1CCc2ccc(OCCCCN3CCN(c4ccccc4Cl)CC3)cc2N1,0.8538011695906432
[SH]=[N+][SH][SH]C=C1CCc2ccc(OCCCCCN3CCN(c4ccccc4Cl)CC3)cc2N1,0.8538011695906432
[SH]=[N+][SH]SC=C1CCc2ccc(OCCCCCN3CCN(c4ccccc4Cl)CC3)cc2N1,0.8538011695906432
[SH]=[N+][SH]OC=C=C1CCc2ccc(OCCCCN3CCN(c4ccccc4Cl)CC3)cc2N1,0.8538011695906432
[SH]=[N+][SH]C[SH]C=C1CCc2ccc(OCCCCN3CCN(c4ccccc4Cl)CC3)cc2N1,0.8538011695906432
[SH]=[N+][SH]C[SH]=C=C1CCc2ccc(OCCCCN3CCN(c4ccccc4Cl)CC3)cc2N1,0.8538011695906432
[SH]=[N+][SH]C=C1CCc2ccc(OCCCCCCN3CCN(c4ccccc4Cl)CC3)cc2N1,0.8538011695906432
[SH]=[N+][SH]=[SH]OC=C1CCc2ccc(OCCCCN3CCN(c4ccccc4Cl)CC3)cc2N1,0.8538011695906432
[SH]=[N+][SH]=NOC=C1CCc2ccc(OCCCCN3CCN(c4ccccc4Cl)CC3)cc2N1,0.8538011695906432
[SH]=[N+][SH]=C=C1CCc2ccc(OCCCCCCN3CCN(c4ccccc4Cl)CC3)cc2N1,0.8538011695906432
[SH]=[N+]N=[SH]C=C1CCc2ccc(OCCCCCN3CCN(c4ccccc4Cl)CC3)cc2N1,0.8538011695906432
[SH]=[N+]N=[SH]=[SH]C=C1CCc2ccc(OCCCCN3CCN(c4ccccc4Cl)CC3)cc2N1,0.8538011695906432
[SH]=[N+]CC[SH]=C=C1CCc2ccc(OCCCCN3CCN(c4ccccc4Cl)CC3)cc2N1,0.8538011695906432
[SH]=[N+]C=C=C1CCc2ccc(OCCCCCCN3CCN(c4ccccc4Cl)CC3)cc2N1,0.8538011695906432
[SH]=[N+]C=C1CCc2ccc(OCCCCCCCN3CCN(c4ccccc4Cl)CC3)cc2N1,0.8538011695906432
[SH]=N[N+][SH][SH]C=C1CCc2ccc(OCCCCN3CCN(c4ccccc4Cl)CC3)cc2N1,0.8538011695906432
[SH]=C[N+][SH]=C=C1CCc2ccc(OCCCCCN3CCN(c4ccccc4Cl)CC3)cc2N1,0.8538011695906432
[SH]=C[N+][SH]=C1CCc2ccc(OCCCCCCN3CCN(c4ccccc4Cl)CC3)cc2N1,0.8538011695906432
[SH]=C[N+]NC=C=C1CCc2ccc(OCCCCN3CCN(c4ccccc4Cl)CC3)cc2N1,0.8538011695906432
